	Time Stamps	Temp	Dew Point	Humidity	Pressure	Visibility	Wind Direction	Wind Speed	Gust Speed	Precipitation	Events	Conditions
359	7/11/1996 -- 1:52 AM	57.0 °F	54.0 °F	89%	30.16 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Scattered Clouds
360	7/11/1996 -- 2:52 AM	55.9 °F	54.0 °F	93%	30.17 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
361	7/11/1996 -- 3:52 AM	54.0 °F	53.1 °F	97%	30.19 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
362	7/11/1996 -- 4:52 AM	52.0 °F	52.0 °F	100%	30.20 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
363	7/11/1996 -- 5:52 AM	52.0 °F	51.1 °F	97%	30.21 in	9.0 mi	East	3.5 mph	  -	N/A	"	 "	Clear
364	7/11/1996 -- 6:52 AM	55.9 °F	53.1 °F	90%	30.23 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
365	7/11/1996 -- 7:52 AM	61.0 °F	55.0 °F	81%	30.24 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
366	7/11/1996 -- 9:52 AM	68.0 °F	54.0 °F	61%	30.24 in	10.0 mi	SW	6.9 mph	  -	N/A	"	 "	Clear
367	7/11/1996 -- 10:52 AM	72.0 °F	52.0 °F	49%	30.24 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Clear
368	7/11/1996 -- 11:52 AM	73.9 °F	51.1 °F	45%	30.25 in	10.0 mi	NNW	8.1 mph	  -	N/A	"	 "	Clear
369	7/11/1996 -- 1:52 PM	77.0 °F	51.1 °F	40%	30.24 in	10.0 mi	SW	11.5 mph	  -	N/A	"	 "	Partly Cloudy
370	7/11/1996 -- 2:52 PM	78.1 °F	50.0 °F	37%	30.24 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Clear
371	7/11/1996 -- 3:52 PM	77.0 °F	51.1 °F	40%	30.24 in	10.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Partly Cloudy
372	7/11/1996 -- 4:52 PM	77.0 °F	53.1 °F	43%	30.23 in	10.0 mi	WSW	5.8 mph	  -	N/A	"	 "	Clear
373	7/11/1996 -- 5:52 PM	75.0 °F	54.0 °F	48%	30.22 in	10.0 mi	SW	8.1 mph	  -	N/A	"	 "	Clear
374	7/11/1996 -- 6:52 PM	75.9 °F	55.9 °F	50%	30.22 in	10.0 mi	SW	5.8 mph	  -	N/A	"	 "	Clear
375	7/11/1996 -- 7:52 PM	72.0 °F	57.0 °F	59%	30.23 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
376	7/11/1996 -- 8:52 PM	64.0 °F	60.1 °F	87%	30.25 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
377	7/11/1996 -- 9:52 PM	61.0 °F	57.9 °F	90%	30.27 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
378	7/11/1996 -- 10:52 PM	57.9 °F	57.9 °F	100%	30.27 in	8.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
379	7/11/1996 -- 11:52 PM	57.9 °F	57.0 °F	97%	30.27 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
380	7/10/1996 -- 1:52 AM	63.0 °F	54.0 °F	72%	29.75 in	10.0 mi	West	11.5 mph	  -	N/A	"	 "	Clear
381	7/10/1996 -- 2:52 AM	61.0 °F	55.0 °F	81%	29.76 in	10.0 mi	WSW	13.8 mph	  -	N/A	"	 "	Clear
382	7/10/1996 -- 3:52 AM	60.1 °F	55.0 °F	83%	29.78 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Clear
383	7/10/1996 -- 4:52 AM	59.0 °F	55.0 °F	87%	29.80 in	10.0 mi	WSW	6.9 mph	  -	N/A	"	 "	Partly Cloudy
384	7/10/1996 -- 7:52 AM	62.1 °F	55.9 °F	80%	29.84 in	10.0 mi	West	11.5 mph	18.4 mph	N/A	"	 "	Partly Cloudy
385	7/10/1996 -- 12:52 PM	71.1 °F	54.0 °F	55%	29.91 in	10.0 mi	West	12.7 mph	23.0 mph	N/A	"	 "	Mostly Cloudy
386	7/10/1996 -- 1:52 PM	70.0 °F	52.0 °F	53%	29.93 in	10.0 mi	WSW	11.5 mph	19.6 mph	N/A	"	 "	Mostly Cloudy
387	7/10/1996 -- 3:52 PM	71.1 °F	52.0 °F	51%	29.95 in	10.0 mi	West	10.4 mph	17.3 mph	N/A	"	 "	Mostly Cloudy
388	7/10/1996 -- 4:52 PM	72.0 °F	51.1 °F	48%	29.96 in	10.0 mi	West	11.5 mph	24.2 mph	N/A	"	 "	Clear
389	7/10/1996 -- 5:52 PM	72.0 °F	51.1 °F	48%	29.98 in	10.0 mi	West	11.5 mph	23.0 mph	N/A	"	 "	Mostly Cloudy
390	7/10/1996 -- 7:52 PM	66.9 °F	52.0 °F	59%	30.03 in	10.0 mi	WSW	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
391	7/10/1996 -- 8:52 PM	66.0 °F	51.1 °F	59%	30.05 in	10.0 mi	West	10.4 mph	  -	N/A	"	 "	Overcast
392	7/10/1996 -- 9:52 PM	64.0 °F	52.0 °F	65%	30.08 in	10.0 mi	WSW	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
393	7/10/1996 -- 10:52 PM	63.0 °F	52.0 °F	67%	30.10 in	10.0 mi	WSW	9.2 mph	  -	N/A	"	 "	Scattered Clouds
394	7/10/1996 -- 11:52 PM	62.1 °F	53.1 °F	72%	30.12 in	10.0 mi	West	5.8 mph	  -	N/A	"	 "	Overcast
395	7/9/1996 -- 12:52 AM	66.9 °F	64.9 °F	93%	29.62 in	9.0 mi	Calm	Calm	  -	0.00 in	"	 "	Mostly Cloudy
396	7/9/1996 -- 1:52 AM	66.0 °F	64.0 °F	93%	29.62 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
397	7/9/1996 -- 2:52 AM	64.9 °F	64.9 °F	100%	29.62 in	7.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
398	7/9/1996 -- 3:52 AM	64.0 °F	64.0 °F	100%	29.62 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
399	7/9/1996 -- 4:52 AM	62.1 °F	62.1 °F	100%	29.62 in	3.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
400	7/9/1996 -- 5:52 AM	62.1 °F	62.1 °F	100%	29.62 in	6.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
401	7/9/1996 -- 6:52 AM	63.0 °F	63.0 °F	100%	29.65 in	4.0 mi	Calm	Calm	  -	N/A	"	 "	Partly Cloudy
402	7/9/1996 -- 7:52 AM	64.9 °F	63.0 °F	93%	29.65 in	4.0 mi	Calm	Calm	  -	N/A	"	 "	Partly Cloudy
403	7/9/1996 -- 8:52 AM	70.0 °F	63.0 °F	78%	29.65 in	10.0 mi	ENE	5.8 mph	  -	N/A	"	 "	Clear
404	7/9/1996 -- 9:52 AM	73.9 °F	62.1 °F	66%	29.64 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Clear
405	7/9/1996 -- 10:52 AM	78.1 °F	61.0 °F	56%	29.64 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
406	7/9/1996 -- 1:52 PM	84.0 °F	61.0 °F	46%	29.60 in	10.0 mi	SW	8.1 mph	  -	N/A	"	 "	Partly Cloudy
407	7/9/1996 -- 6:52 PM	69.1 °F	66.9 °F	93%	29.65 in	10.0 mi	NNW	3.5 mph	  -	0.01 in	"	 "	Overcast
408	7/9/1996 -- 7:52 PM	69.1 °F	66.9 °F	93%	29.66 in	7.0 mi	West	5.8 mph	  -	N/A	"	 "	Partly Cloudy
409	7/9/1996 -- 8:52 PM	66.9 °F	66.9 °F	100%	29.68 in	6.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Partly Cloudy
410	7/9/1996 -- 9:52 PM	66.0 °F	63.0 °F	90%	29.72 in	9.0 mi	SW	6.9 mph	  -	N/A	"	 "	Scattered Clouds
411	7/9/1996 -- 10:52 PM	64.9 °F	59.0 °F	81%	29.73 in	10.0 mi	SSW	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
412	7/9/1996 -- 11:52 PM	63.0 °F	57.0 °F	81%	29.73 in	10.0 mi	SW	6.9 mph	  -	N/A	"	 "	Overcast
413	7/8/1996 -- 12:52 AM	69.1 °F	64.9 °F	87%	29.73 in	6.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
414	7/8/1996 -- 1:52 AM	66.9 °F	63.0 °F	87%	29.72 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
415	7/8/1996 -- 2:52 AM	68.0 °F	63.0 °F	84%	29.69 in	5.0 mi	East	6.9 mph	  -	N/A	"	 "	Haze
416	7/8/1996 -- 3:52 AM	66.9 °F	63.0 °F	87%	29.69 in	5.0 mi	SE	5.8 mph	  -	N/A	"	 "	Clear
417	7/8/1996 -- 4:52 AM	66.9 °F	63.0 °F	87%	29.67 in	5.0 mi	ESE	6.9 mph	  -	N/A	"	 "	Clear
418	7/8/1996 -- 5:52 AM	66.0 °F	63.0 °F	90%	29.68 in	3.0 mi	SE	5.8 mph	  -	N/A	"	 "	Partly Cloudy
419	7/8/1996 -- 6:52 AM	70.0 °F	64.0 °F	81%	29.69 in	4.0 mi	East	6.9 mph	  -	0.00 in	Rain	Light Rain
420	7/8/1996 -- 7:52 AM	69.1 °F	64.9 °F	87%	29.68 in	2.0 mi	SE	3.5 mph	  -	0.01 in	"	 "	Overcast
421	7/8/1996 -- 8:52 AM	73.0 °F	66.0 °F	79%	29.68 in	3.0 mi	East	8.1 mph	  -	N/A	"	 "	Haze
422	7/8/1996 -- 9:52 AM	77.0 °F	66.9 °F	71%	29.67 in	4.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Haze
423	7/8/1996 -- 11:52 AM	84.0 °F	68.0 °F	58%	29.63 in	7.0 mi	SW	6.9 mph	  -	N/A	"	 "	Scattered Clouds
424	7/8/1996 -- 1:52 PM	86.0 °F	66.9 °F	53%	29.61 in	8.0 mi	WSW	10.4 mph	  -	N/A	"	 "	Scattered Clouds
425	7/8/1996 -- 2:52 PM	75.0 °F	72.0 °F	90%	29.62 in	1.2 mi	South	13.8 mph	  -	0.10 in	Rain	Heavy Rain
426	7/8/1996 -- 3:52 PM	81.0 °F	73.0 °F	77%	29.61 in	5.0 mi	SW	5.8 mph	  -	0.00 in	"	 "	Haze
427	7/8/1996 -- 4:52 PM	81.0 °F	71.1 °F	72%	29.61 in	4.0 mi	Variable	5.8 mph	  -	N/A	"	 "	Haze
428	7/8/1996 -- 5:52 PM	81.0 °F	69.1 °F	67%	29.59 in	5.0 mi	Variable	5.8 mph	  -	0.01 in	"	 "	Haze
429	7/8/1996 -- 6:52 PM	79.0 °F	69.1 °F	72%	29.60 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Haze
430	7/8/1996 -- 7:52 PM	75.9 °F	70.0 °F	82%	29.61 in	4.0 mi	SSW	3.5 mph	  -	N/A	"	 "	Haze
431	7/8/1996 -- 8:52 PM	73.0 °F	68.0 °F	84%	29.63 in	5.0 mi	WSW	3.5 mph	  -	N/A	"	 "	Haze
432	7/8/1996 -- 9:52 PM	71.1 °F	66.0 °F	84%	29.63 in	6.0 mi	Calm	Calm	  -	N/A	"	 "	Haze
433	7/8/1996 -- 10:52 PM	71.1 °F	64.9 °F	81%	29.62 in	8.0 mi	West	4.6 mph	  -	N/A	"	 "	Mostly Cloudy
434	7/8/1996 -- 11:52 PM	69.1 °F	64.9 °F	87%	29.63 in	2.5 mi	Variable	3.5 mph	  -	0.03 in	Rain	Heavy Rain
435	7/7/1996 -- 12:52 AM	60.1 °F	55.9 °F	86%	29.94 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
436	7/7/1996 -- 1:52 AM	57.9 °F	55.9 °F	93%	29.94 in	9.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
437	7/7/1996 -- 2:52 AM	55.9 °F	44.1 °F	64%	29.94 in	9.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
438	7/7/1996 -- 3:52 AM	55.9 °F	32.0 °F	40%	29.93 in	7.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
439	7/7/1996 -- 4:52 AM	55.9 °F	30.9 °F	39%	29.94 in	6.0 mi	Calm	Calm	  -	N/A	"	 "	Haze
440	7/7/1996 -- 5:52 AM	55.0 °F	30.0 °F	38%	29.95 in	6.0 mi	Calm	Calm	  -	N/A	"	 "	Haze
441	7/7/1996 -- 6:52 AM	59.0 °F	30.0 °F	33%	29.94 in	10.0 mi	East	3.5 mph	  -	N/A	"	 "	Clear
442	7/7/1996 -- 7:52 AM	64.0 °F	28.0 °F	26%	29.94 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
443	7/7/1996 -- 8:52 AM	69.1 °F	27.0 °F	21%	29.93 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
444	7/7/1996 -- 9:52 AM	71.1 °F	26.1 °F	19%	29.92 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
445	7/7/1996 -- 10:52 AM	  -	  -	N/A%	29.90 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Scattered Clouds
446	7/7/1996 -- 11:52 AM	  -	  -	N/A%	29.90 in	10.0 mi	ENE	3.5 mph	  -	N/A	"	 "	Mostly Cloudy
447	7/7/1996 -- 12:52 PM	  -	  -	N/A%	29.86 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Clear
448	7/7/1996 -- 1:52 PM	  -	  -	N/A%	29.85 in	10.0 mi	SSW	3.5 mph	  -	N/A	"	 "	Scattered Clouds
449	7/7/1996 -- 2:52 PM	  -	  -	N/A%	29.82 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
450	7/7/1996 -- 3:52 PM	  -	  -	N/A%	29.80 in	10.0 mi	North	4.6 mph	  -	N/A	"	 "	Mostly Cloudy
451	7/7/1996 -- 4:52 PM	  -	  -	N/A%	29.79 in	10.0 mi	South	10.4 mph	  -	N/A	"	 "	Partly Cloudy
452	7/7/1996 -- 5:52 PM	  -	  -	N/A%	29.77 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
453	7/7/1996 -- 6:52 PM	  -	  -	N/A%	29.76 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Clear
454	7/7/1996 -- 7:52 PM	  -	  -	N/A%	29.76 in	9.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Clear
455	7/7/1996 -- 8:52 PM	  -	  -	N/A%	29.76 in	9.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Scattered Clouds
456	7/7/1996 -- 9:52 PM	  -	  -	N/A%	29.76 in	8.0 mi	ENE	4.6 mph	  -	N/A	"	 "	Clear
457	7/7/1996 -- 10:52 PM	73.0 °F	  -	N/A%	29.74 in	7.0 mi	Calm	Calm	  -	N/A	"	 "	Scattered Clouds
458	7/7/1996 -- 11:52 PM	71.1 °F	66.0 °F	84%	29.74 in	6.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Haze
459	7/6/1996 -- 12:52 AM	55.9 °F	54.0 °F	93%	29.97 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
460	7/6/1996 -- 1:52 AM	55.0 °F	52.0 °F	89%	29.96 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
461	7/6/1996 -- 2:52 AM	54.0 °F	52.0 °F	93%	29.96 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
462	7/6/1996 -- 3:52 AM	53.1 °F	51.1 °F	93%	29.96 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
463	7/6/1996 -- 4:52 AM	52.0 °F	51.1 °F	97%	29.96 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
464	7/6/1996 -- 5:52 AM	52.0 °F	51.1 °F	97%	29.96 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
465	7/6/1996 -- 6:52 AM	54.0 °F	52.0 °F	93%	29.97 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
466	7/6/1996 -- 7:52 AM	55.9 °F	54.0 °F	93%	29.96 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
467	7/6/1996 -- 8:52 AM	59.0 °F	55.9 °F	90%	29.96 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
468	7/6/1996 -- 9:52 AM	69.1 °F	60.1 °F	73%	29.94 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Clear
469	7/6/1996 -- 10:52 AM	77.0 °F	54.0 °F	45%	29.91 in	10.0 mi	West	10.4 mph	  -	N/A	"	 "	Clear
470	7/6/1996 -- 11:52 AM	81.0 °F	57.0 °F	44%	29.89 in	10.0 mi	West	10.4 mph	  -	N/A	"	 "	Clear
471	7/6/1996 -- 12:52 PM	82.0 °F	57.9 °F	44%	29.88 in	10.0 mi	WSW	12.7 mph	18.4 mph	N/A	"	 "	Clear
472	7/6/1996 -- 1:52 PM	82.9 °F	60.1 °F	46%	29.86 in	10.0 mi	West	11.5 mph	20.7 mph	N/A	"	 "	Clear
473	7/6/1996 -- 2:52 PM	81.0 °F	61.0 °F	50%	29.85 in	10.0 mi	West	9.2 mph	  -	N/A	"	 "	Overcast
474	7/6/1996 -- 3:52 PM	80.1 °F	62.1 °F	54%	29.85 in	10.0 mi	West	10.4 mph	  -	N/A	"	 "	Overcast
475	7/6/1996 -- 4:52 PM	77.0 °F	62.1 °F	60%	29.87 in	10.0 mi	West	6.9 mph	  -	0.00 in	"	 "	Overcast
476	7/6/1996 -- 5:52 PM	75.0 °F	62.1 °F	64%	29.88 in	10.0 mi	West	8.1 mph	  -	0.00 in	"	 "	Overcast
477	7/6/1996 -- 6:52 PM	75.9 °F	62.1 °F	62%	29.89 in	10.0 mi	West	5.8 mph	  -	N/A	"	 "	Overcast
478	7/6/1996 -- 7:52 PM	73.9 °F	63.0 °F	68%	29.91 in	10.0 mi	West	4.6 mph	  -	N/A	"	 "	Overcast
479	7/6/1996 -- 8:52 PM	73.9 °F	62.1 °F	66%	29.91 in	10.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Overcast
480	7/6/1996 -- 9:52 PM	72.0 °F	62.1 °F	71%	29.92 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Overcast
481	7/6/1996 -- 10:52 PM	70.0 °F	60.1 °F	71%	29.92 in	10.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Clear
482	7/6/1996 -- 11:52 PM	66.0 °F	57.9 °F	75%	29.94 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
483	7/5/1996 -- 12:52 AM	63.0 °F	57.9 °F	84%	29.67 in	10.0 mi	West	8.1 mph	  -	N/A	"	 "	Scattered Clouds
484	7/5/1996 -- 1:52 AM	62.1 °F	57.0 °F	84%	29.67 in	10.0 mi	West	10.4 mph	  -	N/A	"	 "	Scattered Clouds
485	7/5/1996 -- 2:52 AM	63.0 °F	57.0 °F	81%	29.68 in	10.0 mi	WSW	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
486	7/5/1996 -- 3:52 AM	62.1 °F	55.0 °F	78%	29.70 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Clear
487	7/5/1996 -- 4:52 AM	61.0 °F	55.0 °F	81%	29.73 in	10.0 mi	West	9.2 mph	  -	N/A	"	 "	Clear
488	7/5/1996 -- 6:52 AM	63.0 °F	54.0 °F	72%	29.79 in	10.0 mi	West	10.4 mph	  -	N/A	"	 "	Clear
489	7/5/1996 -- 7:52 AM	66.0 °F	55.0 °F	68%	29.82 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Clear
490	7/5/1996 -- 10:52 AM	72.0 °F	54.0 °F	53%	29.86 in	10.0 mi	West	13.8 mph	21.9 mph	N/A	"	 "	Clear
491	7/5/1996 -- 11:52 AM	73.9 °F	55.9 °F	53%	29.87 in	10.0 mi	West	11.5 mph	19.6 mph	N/A	"	 "	Clear
492	7/5/1996 -- 12:52 PM	75.0 °F	54.0 °F	48%	29.87 in	10.0 mi	West	13.8 mph	20.7 mph	N/A	"	 "	Clear
493	7/5/1996 -- 1:52 PM	77.0 °F	54.0 °F	45%	29.88 in	10.0 mi	WNW	10.4 mph	17.3 mph	N/A	"	 "	Clear
494	7/5/1996 -- 2:52 PM	78.1 °F	54.0 °F	43%	29.88 in	10.0 mi	Variable	6.9 mph	17.3 mph	N/A	"	 "	Partly Cloudy
495	7/5/1996 -- 3:52 PM	77.0 °F	54.0 °F	45%	29.90 in	10.0 mi	West	10.4 mph	23.0 mph	N/A	"	 "	Clear
496	7/5/1996 -- 4:52 PM	77.0 °F	55.0 °F	47%	29.90 in	10.0 mi	West	13.8 mph	19.6 mph	N/A	"	 "	Partly Cloudy
497	7/5/1996 -- 5:52 PM	75.9 °F	55.0 °F	48%	29.91 in	10.0 mi	West	12.7 mph	19.6 mph	N/A	"	 "	Clear
498	7/5/1996 -- 6:52 PM	75.0 °F	53.1 °F	46%	29.92 in	10.0 mi	West	10.4 mph	  -	N/A	"	 "	Clear
499	7/5/1996 -- 7:52 PM	71.1 °F	54.0 °F	55%	29.94 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Clear
500	7/5/1996 -- 8:52 PM	64.9 °F	57.0 °F	75%	29.95 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Clear
501	7/5/1996 -- 9:52 PM	64.0 °F	55.9 °F	75%	29.96 in	10.0 mi	NW	4.6 mph	  -	N/A	"	 "	Clear
502	7/5/1996 -- 10:52 PM	61.0 °F	55.9 °F	83%	29.98 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
503	7/5/1996 -- 11:52 PM	59.0 °F	55.0 °F	87%	29.98 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
504	7/4/1996 -- 12:52 AM	64.0 °F	63.0 °F	96%	29.49 in	2.5 mi	Variable	3.5 mph	  -	0.02 in	Rain	Light Rain
505	7/4/1996 -- 1:52 AM	63.0 °F	62.1 °F	97%	29.49 in	6.0 mi	Variable	3.5 mph	  -	0.03 in	Rain	Light Rain
506	7/4/1996 -- 2:52 AM	63.0 °F	62.1 °F	97%	29.49 in	6.0 mi	WSW	3.5 mph	  -	0.03 in	Rain	Light Rain
507	7/4/1996 -- 3:52 AM	63.0 °F	62.1 °F	97%	29.49 in	6.0 mi	Calm	Calm	  -	0.03 in	Rain	Light Rain
508	7/4/1996 -- 4:52 AM	63.0 °F	62.1 °F	97%	29.49 in	4.0 mi	Calm	Calm	  -	0.03 in	Rain	Light Rain
509	7/4/1996 -- 5:52 AM	62.1 °F	61.0 °F	96%	29.49 in	1.8 mi	NNW	3.5 mph	  -	0.18 in	Rain	Heavy Rain
510	7/4/1996 -- 6:52 AM	62.1 °F	61.0 °F	96%	29.49 in	10.0 mi	Calm	Calm	  -	0.08 in	Rain	Light Rain
511	7/4/1996 -- 7:52 AM	63.0 °F	61.0 °F	93%	29.50 in	10.0 mi	West	4.6 mph	  -	0.04 in	Rain	Light Rain
512	7/4/1996 -- 8:52 AM	63.0 °F	61.0 °F	93%	29.51 in	4.0 mi	West	4.6 mph	  -	0.18 in	Rain	Light Rain
513	7/4/1996 -- 9:52 AM	64.9 °F	62.1 °F	90%	29.52 in	10.0 mi	NNW	3.5 mph	  -	0.00 in	"	 "	Overcast
514	7/4/1996 -- 10:52 AM	66.0 °F	60.1 °F	81%	29.52 in	10.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Overcast
515	7/4/1996 -- 11:52 AM	66.9 °F	60.1 °F	79%	29.52 in	10.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Overcast
516	7/4/1996 -- 12:52 PM	64.9 °F	62.1 °F	90%	29.53 in	3.0 mi	Variable	5.8 mph	  -	0.02 in	Rain	Light Rain
517	7/4/1996 -- 2:52 PM	64.0 °F	60.1 °F	87%	29.55 in	10.0 mi	West	9.2 mph	  -	0.00 in	Rain	Light Rain
518	7/4/1996 -- 3:52 PM	63.0 °F	61.0 °F	93%	29.55 in	4.0 mi	West	9.2 mph	  -	0.01 in	Rain	Light Rain
519	7/4/1996 -- 4:52 PM	64.0 °F	60.1 °F	87%	29.54 in	10.0 mi	WSW	11.5 mph	  -	0.01 in	Rain	Light Rain
520	7/4/1996 -- 5:52 PM	64.0 °F	59.0 °F	84%	29.55 in	10.0 mi	West	12.7 mph	  -	0.01 in	"	 "	Overcast
521	7/4/1996 -- 6:52 PM	63.0 °F	60.1 °F	90%	29.57 in	5.0 mi	WSW	8.1 mph	  -	0.00 in	Rain	Light Rain
522	7/4/1996 -- 7:52 PM	63.0 °F	60.1 °F	90%	29.59 in	10.0 mi	Variable	3.5 mph	  -	0.00 in	"	 "	Overcast
523	7/4/1996 -- 8:52 PM	63.0 °F	60.1 °F	90%	29.61 in	7.0 mi	WSW	9.2 mph	  -	0.07 in	Rain	Light Rain
524	7/4/1996 -- 9:52 PM	63.0 °F	60.1 °F	90%	29.63 in	10.0 mi	WSW	6.9 mph	  -	0.02 in	"	 "	Overcast
525	7/4/1996 -- 10:52 PM	62.1 °F	59.0 °F	90%	29.65 in	10.0 mi	West	9.2 mph	  -	N/A	"	 "	Overcast
526	7/4/1996 -- 11:52 PM	64.0 °F	57.9 °F	80%	29.66 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Overcast
527	7/3/1996 -- 12:52 AM	59.0 °F	57.0 °F	93%	29.65 in	10.0 mi	ESE	3.5 mph	  -	N/A	"	 "	Clear
528	7/3/1996 -- 1:52 AM	59.0 °F	55.9 °F	90%	29.63 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
529	7/3/1996 -- 2:52 AM	57.9 °F	57.0 °F	97%	29.62 in	10.0 mi	SW	3.5 mph	  -	N/A	"	 "	Clear
530	7/3/1996 -- 5:52 AM	62.1 °F	59.0 °F	90%	29.65 in	2.5 mi	South	9.2 mph	  -	N/A	Rain	Heavy Rain
531	7/3/1996 -- 6:52 AM	61.0 °F	60.1 °F	97%	29.60 in	4.0 mi	Calm	Calm	  -	N/A	Rain	Light Rain
532	7/3/1996 -- 7:52 AM	63.0 °F	61.0 °F	93%	29.58 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
533	7/3/1996 -- 8:52 AM	66.9 °F	62.1 °F	84%	29.57 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Partly Cloudy
534	7/3/1996 -- 9:52 AM	70.0 °F	63.0 °F	78%	29.55 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Partly Cloudy
535	7/3/1996 -- 11:52 AM	75.9 °F	63.0 °F	64%	29.54 in	10.0 mi	ENE	6.9 mph	  -	N/A	"	 "	Scattered Clouds
536	7/3/1996 -- 12:52 PM	75.0 °F	63.0 °F	66%	29.53 in	10.0 mi	East	9.2 mph	  -	N/A	"	 "	Overcast
537	7/3/1996 -- 1:52 PM	75.0 °F	64.0 °F	69%	29.52 in	10.0 mi	Variable	6.9 mph	  -	N/A	"	 "	Scattered Clouds
538	7/3/1996 -- 2:52 PM	75.0 °F	63.0 °F	66%	29.52 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
539	7/3/1996 -- 3:52 PM	71.1 °F	66.0 °F	84%	29.52 in	10.0 mi	WSW	5.8 mph	  -	N/A	Rain	Light Rain
540	7/3/1996 -- 4:52 PM	66.9 °F	64.0 °F	90%	29.51 in	6.0 mi	SSW	6.9 mph	  -	N/A	Rain	Light Rain
