	Time Stamps	Temp	Dew Point	Humidity	Pressure	Visibility	Wind Direction	Wind Speed	Gust Speed	Precipitation	Events	Conditions
1121	7/28/1974 -- 6:00 AM	66.0 °F	66.0 °F	100%	29.95 in	7.0 mi	SSE	5.8 mph	  -	N/A	"	 "	Scattered Clouds
1122	7/28/1974 -- 7:00 AM	66.9 °F	66.9 °F	100%	29.96 in	2.0 mi	North	5.8 mph	  -	N/A	Fog	Fog
1123	7/28/1974 -- 7:14 AM	  -	  -	N/A%	29.97 in	0.3 mi	North	6.9 mph	  -	N/A	"	 "	Unknown
1124	7/28/1974 -- 7:28 AM	  -	  -	N/A%	29.97 in	1.0 mi	North	6.9 mph	  -	N/A	"	 "	Unknown
1125	7/28/1974 -- 8:00 AM	70.0 °F	70.0 °F	100%	29.96 in	5.5 mi	NNE	5.8 mph	  -	N/A	Fog	Fog
1126	7/28/1974 -- 9:00 AM	73.9 °F	73.0 °F	97%	29.98 in	3.0 mi	North	8.1 mph	  -	N/A	Fog	Fog
1127	7/28/1974 -- 10:00 AM	78.1 °F	73.9 °F	87%	29.98 in	4.0 mi	NNE	8.1 mph	  -	N/A	"	 "	Drizzle
1128	7/28/1974 -- 10:34 AM	  -	  -	N/A%	30.00 in	6.0 mi	ENE	10.4 mph	  -	N/A	"	 "	Drizzle
1129	7/28/1974 -- 11:00 AM	79.0 °F	73.0 °F	82%	29.99 in	6.0 mi	NNE	8.1 mph	  -	N/A	"	 "	Drizzle
1130	7/28/1974 -- 11:18 AM	  -	  -	N/A%	30.00 in	7.0 mi	NNE	9.2 mph	  -	N/A	"	 "	Scattered Clouds
1131	7/28/1974 -- 12:00 PM	81.0 °F	71.1 °F	72%	29.98 in	7.0 mi	NE	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
1132	7/28/1974 -- 12:37 PM	  -	  -	N/A%	29.98 in	7.0 mi	East	11.5 mph	  -	N/A	"	 "	Scattered Clouds
1133	7/28/1974 -- 1:00 PM	84.0 °F	70.0 °F	63%	29.97 in	7.0 mi	East	9.2 mph	  -	N/A	"	 "	Scattered Clouds
1134	7/28/1974 -- 2:00 PM	84.9 °F	70.0 °F	61%	29.95 in	7.0 mi	NE	10.4 mph	  -	N/A	"	 "	Scattered Clouds
1135	7/28/1974 -- 3:00 PM	86.0 °F	70.0 °F	59%	29.93 in	7.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Scattered Clouds
1136	7/28/1974 -- 4:00 PM	87.1 °F	71.1 °F	59%	29.91 in	8.0 mi	East	5.8 mph	  -	N/A	"	 "	Scattered Clouds
1137	7/28/1974 -- 5:00 PM	84.9 °F	70.0 °F	61%	29.89 in	10.0 mi	ESE	8.1 mph	  -	N/A	"	 "	Scattered Clouds
1138	7/28/1974 -- 6:00 PM	84.9 °F	70.0 °F	61%	29.88 in	10.0 mi	SE	9.2 mph	  -	N/A	"	 "	Scattered Clouds
1139	7/28/1974 -- 7:00 PM	84.0 °F	70.0 °F	63%	29.88 in	10.0 mi	ESE	6.9 mph	  -	N/A	"	 "	Scattered Clouds
1140	7/28/1974 -- 8:00 PM	80.1 °F	71.1 °F	74%	29.88 in	10.0 mi	ESE	6.9 mph	  -	N/A	"	 "	Clear
1141	7/28/1974 -- 9:00 PM	77.0 °F	70.0 °F	79%	29.91 in	10.0 mi	ESE	4.6 mph	  -	N/A	"	 "	Clear
1142	7/28/1974 -- 10:00 PM	73.0 °F	71.1 °F	93%	29.93 in	10.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Clear
1143	7/28/1974 -- 11:00 PM	71.1 °F	70.0 °F	96%	29.93 in	10.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Clear
1144	1/9/1974 -- 12:00 AM	44.1 °F	35.1 °F	71%	30.34 in	10.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Overcast
1145	1/9/1974 -- 1:00 AM	42.1 °F	36.0 °F	79%	30.29 in	10.0 mi	SE	11.5 mph	  -	N/A	"	 "	Overcast
1146	1/9/1974 -- 2:00 AM	43.0 °F	36.0 °F	76%	30.24 in	10.0 mi	ESE	11.5 mph	  -	N/A	"	 "	Overcast
1147	1/9/1974 -- 3:00 AM	42.1 °F	36.0 °F	79%	30.21 in	10.0 mi	SE	4.6 mph	  -	N/A	"	 "	Overcast
1148	1/9/1974 -- 4:00 AM	42.1 °F	37.9 °F	85%	30.19 in	10.0 mi	SW	3.5 mph	  -	N/A	Rain	Light Rain
1149	1/9/1974 -- 5:00 AM	41.0 °F	39.0 °F	93%	30.15 in	7.0 mi	North	5.8 mph	  -	N/A	Rain	Light Rain
1150	1/9/1974 -- 6:00 AM	41.0 °F	39.9 °F	96%	30.14 in	4.0 mi	Calm	Calm	  -	N/A	Fog	"	,"
1151	1/9/1974 -- 7:00 AM	41.0 °F	39.9 °F	96%	30.13 in	3.2 mi	West	4.6 mph	  -	N/A	Fog	Light Drizzle
1152	1/9/1974 -- 7:30 AM	  -	  -	N/A%	30.13 in	1.0 mi	WSW	4.6 mph	  -	N/A	Fog	Light Drizzle
1153	1/9/1974 -- 8:00 AM	41.0 °F	39.9 °F	96%	30.12 in	1.0 mi	West	4.6 mph	  -	N/A	Fog	Light Drizzle
1154	1/9/1974 -- 8:09 AM	  -	  -	N/A%	30.15 in	1.0 mi	West	4.6 mph	  -	N/A	Fog	Light Drizzle
1155	1/9/1974 -- 9:00 AM	41.0 °F	41.0 °F	100%	30.15 in	1.0 mi	WNW	6.9 mph	  -	N/A	Fog	"	,"
1156	1/9/1974 -- 10:00 AM	41.0 °F	41.0 °F	100%	30.19 in	1.0 mi	West	4.6 mph	  -	N/A	Fog	"	,"
1157	1/9/1974 -- 11:00 AM	42.1 °F	42.1 °F	100%	30.18 in	5.5 mi	South	8.1 mph	  -	N/A	Fog	"	,"
1158	1/9/1974 -- 12:00 PM	45.0 °F	44.1 °F	97%	30.15 in	5.5 mi	SW	9.2 mph	  -	N/A	Fog	"	,"
1159	1/9/1974 -- 12:16 PM	  -	  -	N/A%	30.15 in	5.5 mi	SW	12.7 mph	  -	N/A	Fog	"	,"
1160	1/9/1974 -- 1:00 PM	45.0 °F	45.0 °F	100%	30.14 in	5.5 mi	SW	9.2 mph	  -	N/A	Fog	"	,"
1161	1/9/1974 -- 2:00 PM	45.0 °F	45.0 °F	100%	30.13 in	5.5 mi	SW	9.2 mph	  -	N/A	Fog	"	,"
1162	1/9/1974 -- 3:00 PM	46.9 °F	46.9 °F	100%	30.12 in	5.5 mi	WSW	12.7 mph	  -	N/A	Fog	"	,"
1163	1/9/1974 -- 4:00 PM	50.0 °F	50.0 °F	100%	30.11 in	5.5 mi	WSW	12.7 mph	  -	N/A	Fog	Fog
1164	1/9/1974 -- 5:00 PM	51.1 °F	51.1 °F	100%	30.13 in	5.5 mi	WSW	6.9 mph	  -	N/A	Fog	Fog
1165	1/9/1974 -- 6:00 PM	52.0 °F	52.0 °F	100%	30.15 in	5.5 mi	WSW	5.8 mph	  -	N/A	Fog	Fog
1166	1/9/1974 -- 6:26 PM	  -	  -	N/A%	30.15 in	5.5 mi	WSW	5.8 mph	  -	N/A	Fog	Fog
1167	1/9/1974 -- 7:00 PM	51.1 °F	51.1 °F	100%	30.16 in	5.5 mi	SSW	5.8 mph	  -	N/A	Fog	Fog
1168	1/9/1974 -- 8:00 PM	51.1 °F	51.1 °F	100%	30.17 in	5.5 mi	SW	6.9 mph	  -	N/A	Fog	Fog
1169	1/9/1974 -- 8:35 PM	  -	  -	N/A%	30.18 in	5.5 mi	SW	5.8 mph	  -	N/A	Fog	Fog
1170	1/9/1974 -- 9:00 PM	52.0 °F	52.0 °F	100%	30.17 in	0.8 mi	Calm	Calm	  -	N/A	Fog	Fog
1171	1/9/1974 -- 9:18 PM	  -	  -	N/A%	30.17 in	0.8 mi	Calm	Calm	  -	N/A	Fog	Fog
1172	1/9/1974 -- 10:00 PM	52.0 °F	52.0 °F	100%	30.19 in	0.4 mi	WSW	3.5 mph	  -	N/A	Fog	Fog
1173	1/9/1974 -- 11:00 PM	52.0 °F	52.0 °F	100%	30.21 in	0.2 mi	Calm	Calm	  -	N/A	Fog	Fog
1174	6/23/1973 -- 12:00 AM	69.1 °F	68.0 °F	96%	30.06 in	5.0 mi	North	4.6 mph	  -	0.03 in	Fog	"	,"
1175	6/23/1973 -- 12:28 AM	  -	  -	N/A%	30.07 in	2.0 mi	NW	6.9 mph	  -	N/A	Fog	"	,"
1176	6/23/1973 -- 1:00 AM	68.0 °F	68.0 °F	100%	30.06 in	2.0 mi	NW	5.8 mph	  -	N/A	Fog	"	,"
1177	6/23/1973 -- 1:15 AM	  -	  -	N/A%	30.06 in	2.0 mi	North	5.8 mph	  -	N/A	Fog	"	,"
1178	6/23/1973 -- 2:00 AM	68.0 °F	68.0 °F	100%	30.04 in	5.5 mi	WNW	5.8 mph	  -	N/A	Fog	Fog
1179	6/23/1973 -- 2:17 AM	  -	  -	N/A%	30.04 in	5.5 mi	NNW	8.1 mph	  -	N/A	Fog	Fog
1180	6/23/1973 -- 3:00 AM	68.0 °F	68.0 °F	100%	30.02 in	1.0 mi	WNW	5.8 mph	  -	N/A	Fog	Fog
1181	6/23/1973 -- 3:42 AM	  -	  -	N/A%	0.00 in	5.5 mi	NNE	8.1 mph	  -	N/A	Fog	"	,"
1182	6/23/1973 -- 4:00 AM	68.0 °F	68.0 °F	100%	30.01 in	5.5 mi	NNE	9.2 mph	  -	N/A	Fog	"	,"
1183	6/23/1973 -- 4:10 AM	  -	  -	N/A%	30.02 in	2.0 mi	NE	5.8 mph	  -	N/A	Fog	"	,"
1184	6/23/1973 -- 5:00 AM	68.0 °F	68.0 °F	100%	30.01 in	2.0 mi	South	5.8 mph	  -	N/A	Fog	Fog
1185	6/23/1973 -- 5:42 AM	  -	  -	N/A%	30.03 in	1.0 mi	WNW	6.9 mph	  -	N/A	Fog	Fog
1186	6/23/1973 -- 6:00 AM	68.0 °F	68.0 °F	100%	30.04 in	0.5 mi	SSW	8.1 mph	  -	N/A	Fog	"	,"
1187	6/23/1973 -- 6:44 AM	  -	  -	N/A%	30.05 in	0.5 mi	SSW	5.8 mph	  -	N/A	Fog	Fog
1188	6/23/1973 -- 7:00 AM	68.0 °F	68.0 °F	100%	30.04 in	0.8 mi	WSW	5.8 mph	  -	N/A	Fog	"	,"
1189	6/23/1973 -- 8:00 AM	68.0 °F	68.0 °F	100%	30.04 in	5.5 mi	NW	5.8 mph	  -	N/A	Fog	Fog
1190	6/23/1973 -- 9:00 AM	70.0 °F	70.0 °F	100%	30.04 in	10.5 mi	Calm	Calm	  -	N/A	Fog	Fog
1191	6/23/1973 -- 10:00 AM	72.0 °F	70.0 °F	93%	30.04 in	10.5 mi	North	6.9 mph	  -	N/A	Fog	Fog
1192	6/23/1973 -- 10:08 AM	  -	  -	N/A%	30.06 in	10.5 mi	NW	4.6 mph	  -	N/A	Fog	Fog
1193	6/23/1973 -- 11:00 AM	73.0 °F	70.0 °F	90%	30.05 in	4.0 mi	North	5.8 mph	  -	N/A	Fog	Fog
1194	6/23/1973 -- 12:00 PM	75.9 °F	69.1 °F	79%	30.04 in	5.0 mi	NW	8.1 mph	  -	N/A	"	 "	Drizzle
1195	6/23/1973 -- 1:00 PM	77.0 °F	70.0 °F	79%	30.05 in	6.0 mi	NNE	4.6 mph	  -	N/A	"	 "	Drizzle
1196	6/23/1973 -- 2:00 PM	79.0 °F	64.0 °F	60%	30.04 in	7.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
1197	6/23/1973 -- 3:00 PM	82.0 °F	68.0 °F	62%	30.02 in	7.0 mi	North	5.8 mph	  -	N/A	"	 "	Overcast
1198	6/23/1973 -- 4:00 PM	79.0 °F	68.0 °F	69%	30.02 in	7.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
1199	6/23/1973 -- 5:00 PM	79.0 °F	68.0 °F	69%	29.99 in	7.0 mi	East	6.9 mph	  -	N/A	"	 "	Overcast
1200	6/23/1973 -- 6:00 PM	80.1 °F	69.1 °F	69%	29.99 in	6.0 mi	East	6.9 mph	  -	N/A	"	 "	Drizzle
1201	6/23/1973 -- 7:00 PM	78.1 °F	69.1 °F	74%	30.00 in	6.0 mi	East	5.8 mph	  -	N/A	"	 "	Drizzle
1202	6/23/1973 -- 8:00 PM	75.9 °F	70.0 °F	82%	30.00 in	6.0 mi	East	8.1 mph	  -	N/A	"	 "	Drizzle
1203	6/23/1973 -- 9:00 PM	73.0 °F	69.1 °F	87%	30.01 in	6.0 mi	ESE	4.6 mph	  -	N/A	"	 "	Drizzle
1204	6/23/1973 -- 10:00 PM	71.1 °F	69.1 °F	93%	30.01 in	7.0 mi	SE	4.6 mph	  -	N/A	"	 "	Clear
1205	6/23/1973 -- 11:00 PM	70.0 °F	69.1 °F	97%	30.01 in	7.0 mi	SE	4.6 mph	  -	N/A	"	 "	Clear
1206	12/5/1972 -- 12:00 AM	51.1 °F	37.0 °F	59%	30.12 in	10.0 mi	SW	11.5 mph	  -	N/A	"	 "	Clear
1207	12/5/1972 -- 1:00 AM	51.1 °F	37.9 °F	61%	30.12 in	7.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Clear
1208	12/5/1972 -- 2:00 AM	50.0 °F	39.0 °F	66%	30.12 in	7.0 mi	SSW	10.4 mph	  -	N/A	"	 "	Clear
1209	12/5/1972 -- 3:00 AM	51.1 °F	39.9 °F	66%	30.12 in	7.0 mi	SW	11.5 mph	  -	N/A	"	 "	Unknown
1210	12/5/1972 -- 4:00 AM	51.1 °F	41.0 °F	68%	30.12 in	7.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Unknown
1211	12/5/1972 -- 5:00 AM	51.1 °F	41.0 °F	68%	30.12 in	7.0 mi	WSW	9.2 mph	  -	N/A	"	 "	Unknown
1212	12/5/1972 -- 6:00 AM	51.1 °F	43.0 °F	74%	30.16 in	7.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Unknown
1213	12/5/1972 -- 7:00 AM	52.0 °F	44.1 °F	74%	30.18 in	7.0 mi	South	5.8 mph	  -	N/A	"	 "	Unknown
1214	12/5/1972 -- 8:00 AM	48.9 °F	44.1 °F	83%	30.20 in	7.0 mi	SW	9.2 mph	  -	N/A	"	 "	Unknown
1215	12/5/1972 -- 9:00 AM	55.0 °F	46.9 °F	74%	30.22 in	7.0 mi	SW	8.1 mph	  -	N/A	"	 "	Unknown
1216	12/5/1972 -- 10:00 AM	61.0 °F	51.1 °F	70%	30.25 in	7.0 mi	WSW	10.4 mph	  -	N/A	"	 "	Unknown
1217	12/5/1972 -- 11:00 AM	64.9 °F	54.0 °F	68%	30.25 in	7.0 mi	WSW	17.3 mph	  -	N/A	"	 "	Unknown
1218	12/5/1972 -- 12:00 PM	66.9 °F	54.0 °F	63%	30.22 in	7.0 mi	WSW	13.8 mph	  -	N/A	"	 "	Unknown
1219	12/5/1972 -- 1:00 PM	70.0 °F	55.0 °F	59%	30.19 in	7.0 mi	SSW	9.2 mph	  -	N/A	"	 "	Unknown
1220	12/5/1972 -- 2:00 PM	72.0 °F	55.0 °F	55%	30.17 in	7.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Unknown
1221	12/5/1972 -- 3:00 PM	72.0 °F	54.0 °F	53%	30.15 in	7.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Unknown
1222	12/5/1972 -- 4:00 PM	69.1 °F	54.0 °F	58%	30.15 in	7.0 mi	South	4.6 mph	  -	N/A	"	 "	Unknown
1223	12/5/1972 -- 5:00 PM	64.9 °F	54.0 °F	68%	30.15 in	10.0 mi	South	8.1 mph	  -	N/A	"	 "	Unknown
1224	12/5/1972 -- 6:00 PM	60.1 °F	53.1 °F	78%	30.17 in	10.0 mi	South	9.2 mph	  -	N/A	"	 "	Unknown
1225	12/5/1972 -- 7:00 PM	62.1 °F	54.0 °F	75%	30.15 in	10.0 mi	SSE	9.2 mph	  -	N/A	"	 "	Unknown
1226	12/5/1972 -- 8:00 PM	60.1 °F	54.0 °F	80%	30.17 in	10.0 mi	SSE	8.1 mph	  -	N/A	"	 "	Unknown
1227	12/5/1972 -- 9:00 PM	55.9 °F	52.0 °F	87%	30.17 in	10.0 mi	SSE	9.2 mph	  -	N/A	"	 "	Unknown
1228	12/5/1972 -- 10:00 PM	59.0 °F	54.0 °F	83%	30.16 in	10.0 mi	SSE	9.2 mph	  -	N/A	"	 "	Unknown
1229	12/5/1972 -- 11:00 PM	59.0 °F	52.0 °F	78%	30.15 in	10.0 mi	SSE	11.5 mph	  -	N/A	"	 "	Unknown
1230	5/19/1972 -- 12:00 AM	61.0 °F	55.0 °F	81%	29.93 in	7.0 mi	North	9.2 mph	  -	N/A	"	 "	Unknown
1231	5/19/1972 -- 1:00 AM	61.0 °F	57.0 °F	87%	29.91 in	7.0 mi	North	8.1 mph	  -	N/A	"	 "	Unknown
1232	5/19/1972 -- 2:00 AM	61.0 °F	57.9 °F	90%	29.90 in	4.0 mi	North	9.2 mph	  -	N/A	Fog	Fog
1233	5/19/1972 -- 3:00 AM	60.1 °F	57.0 °F	90%	29.90 in	3.0 mi	North	9.2 mph	  -	N/A	Fog	Fog
1234	5/19/1972 -- 4:00 AM	59.0 °F	57.0 °F	93%	29.89 in	3.0 mi	North	10.4 mph	  -	N/A	Fog	Fog
1235	5/19/1972 -- 5:00 AM	59.0 °F	55.9 °F	90%	29.89 in	3.0 mi	North	11.5 mph	  -	N/A	Fog	Fog
1236	5/19/1972 -- 6:00 AM	59.0 °F	55.9 °F	90%	29.90 in	3.0 mi	North	12.7 mph	  -	N/A	Fog	Fog
1237	5/19/1972 -- 7:00 AM	59.0 °F	55.9 °F	90%	29.91 in	3.0 mi	North	11.5 mph	  -	N/A	Fog	Fog
1238	5/19/1972 -- 8:00 AM	59.0 °F	55.9 °F	90%	29.93 in	3.0 mi	NNE	12.7 mph	  -	N/A	Fog	Fog
1239	5/19/1972 -- 9:00 AM	60.1 °F	57.0 °F	90%	29.93 in	3.0 mi	NNE	9.2 mph	  -	N/A	Fog	Fog
1240	5/19/1972 -- 10:00 AM	61.0 °F	57.0 °F	87%	29.94 in	4.0 mi	NNE	9.2 mph	  -	N/A	Fog	Fog
1241	5/19/1972 -- 11:00 AM	62.1 °F	57.9 °F	86%	29.94 in	4.0 mi	NNE	9.2 mph	  -	N/A	Rain	Light Rain
1242	5/19/1972 -- 12:00 PM	66.0 °F	57.9 °F	75%	29.94 in	5.0 mi	NE	10.4 mph	  -	N/A	"	 "	Drizzle
1243	5/19/1972 -- 1:00 PM	68.0 °F	59.0 °F	73%	29.93 in	7.0 mi	NNE	11.5 mph	  -	N/A	"	 "	Unknown
1244	5/19/1972 -- 2:00 PM	66.9 °F	59.0 °F	76%	29.91 in	8.0 mi	NNE	13.8 mph	  -	N/A	"	 "	Unknown
1245	5/19/1972 -- 3:00 PM	62.1 °F	90%	29.91 in	10.5 mi	North	11.5 mph	  -	0.01 in	Fog	"	,"	Rain
1246	5/19/1972 -- 4:00 PM	62.1 °F	93%	29.89 in	3.0 mi	North	12.7 mph	  -	N/A	Fog	"	,"	Rain
1247	5/19/1972 -- 5:00 PM	66.0 °F	61.0 °F	84%	29.88 in	4.0 mi	North	11.5 mph	  -	N/A	Fog	Fog
1248	5/19/1972 -- 6:00 PM	64.9 °F	60.1 °F	84%	29.88 in	4.0 mi	North	11.5 mph	  -	N/A	Fog	Fog
1249	5/19/1972 -- 7:00 PM	63.0 °F	90%	29.88 in	5.5 mi	North	11.5 mph	  -	0.01 in	Fog	"	,"	Rain
1250	5/19/1972 -- 8:00 PM	62.1 °F	90%	29.88 in	5.5 mi	North	9.2 mph	  -	N/A	Fog	"	,"	Rain
1251	5/19/1972 -- 9:00 PM	61.0 °F	93%	29.88 in	5.5 mi	North	16.1 mph	  -	N/A	Fog	"	,"	Rain
1252	5/19/1972 -- 10:00 PM	61.0 °F	59.0 °F	93%	29.88 in	3.0 mi	North	8.1 mph	  -	N/A	Fog	Fog
1253	5/19/1972 -- 11:00 PM	60.1 °F	59.0 °F	96%	29.88 in	3.0 mi	North	8.1 mph	  -	N/A	Fog	Fog
1254	11/1/1971 -- 1:00 AM	63.0 °F	62.1 °F	97%	30.20 in	7.0 mi	SE	9.2 mph	  -	N/A	"	 "	Clear
1255	11/1/1971 -- 4:00 AM	63.0 °F	62.1 °F	97%	30.21 in	7.0 mi	SE	6.9 mph	  -	N/A	"	 "	Clear
1256	11/1/1971 -- 7:00 AM	61.0 °F	60.1 °F	97%	30.23 in	0.1 mi	NNE	4.6 mph	  -	N/A	Fog	Fog
1257	11/1/1971 -- 10:00 AM	71.1 °F	68.0 °F	90%	30.24 in	8.0 mi	SE	10.4 mph	  -	N/A	"	 "	Unknown
1258	11/1/1971 -- 1:00 PM	78.1 °F	63.0 °F	60%	30.17 in	10.0 mi	South	9.2 mph	  -	N/A	"	 "	Unknown
1259	11/1/1971 -- 4:00 PM	79.0 °F	62.1 °F	56%	30.11 in	10.0 mi	South	11.5 mph	  -	N/A	"	 "	Unknown
1260	11/1/1971 -- 7:00 PM	70.0 °F	64.0 °F	81%	30.12 in	10.0 mi	SE	8.1 mph	  -	N/A	"	 "	Unknown
1261	11/1/1971 -- 10:00 PM	68.0 °F	64.9 °F	90%	30.13 in	10.0 mi	SE	10.4 mph	  -	N/A	"	 "	Unknown
1262	4/15/1971 -- 1:00 AM	42.1 °F	24.1 °F	49%	30.18 in	10.0 mi	North	9.2 mph	  -	N/A	"	 "	Clear
1263	4/15/1971 -- 4:00 AM	32.0 °F	25.0 °F	75%	30.20 in	10.0 mi	NE	5.8 mph	  -	N/A	"	 "	Clear
1264	4/15/1971 -- 7:00 AM	37.9 °F	30.9 °F	76%	30.25 in	8.0 mi	WNW	4.6 mph	  -	N/A	"	 "	Clear
1265	4/15/1971 -- 10:00 AM	55.0 °F	23.0 °F	29%	30.26 in	10.0 mi	East	6.9 mph	  -	N/A	"	 "	Clear
1266	4/15/1971 -- 1:00 PM	61.0 °F	21.9 °F	22%	30.17 in	10.0 mi	NNW	8.1 mph	  -	N/A	"	 "	Clear
1267	4/15/1971 -- 4:00 PM	66.0 °F	27.0 °F	23%	30.07 in	10.0 mi	West	12.7 mph	  -	N/A	"	 "	Unknown
1268	4/15/1971 -- 7:00 PM	57.9 °F	30.9 °F	36%	30.04 in	10.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Clear
1269	4/15/1971 -- 10:00 PM	46.0 °F	36.0 °F	68%	30.03 in	10.0 mi	SSE	5.8 mph	  -	N/A	"	 "	Clear
1270	9/27/1970 -- 2:00 AM	71.1 °F	64.9 °F	81%	30.01 in	10.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Clear
1271	9/27/1970 -- 5:00 AM	68.0 °F	64.9 °F	90%	29.96 in	10.0 mi	SSW	9.2 mph	  -	N/A	"	 "	Clear
1272	9/27/1970 -- 8:00 AM	68.0 °F	64.9 °F	90%	29.96 in	15.0 mi	SW	9.2 mph	  -	N/A	"	 "	Unknown
1273	9/27/1970 -- 11:00 AM	80.1 °F	70.0 °F	71%	29.95 in	15.0 mi	SSW	12.7 mph	  -	N/A	"	 "	Unknown
1274	9/27/1970 -- 2:00 PM	82.0 °F	68.0 °F	62%	29.88 in	10.0 mi	SSW	16.1 mph	  -	N/A	"	 "	Unknown
1275	9/27/1970 -- 5:00 PM	66.0 °F	63.0 °F	90%	29.94 in	2.0 mi	North	8.1 mph	  -	0.04 in	Rain	Light Rain Showers
1276	9/27/1970 -- 8:00 PM	61.0 °F	57.9 °F	90%	29.99 in	7.0 mi	North	10.4 mph	  -	0.03 in	Rain	Light Rain
1277	9/27/1970 -- 11:00 PM	59.0 °F	57.0 °F	93%	30.04 in	6.0 mi	North	10.4 mph	  -	0.03 in	Fog	"	,"
1278	3/11/1970 -- 1:00 AM	44.1 °F	37.0 °F	76%	29.82 in	10.0 mi	ESE	11.5 mph	  -	N/A	"	 "	Clear
1279	3/11/1970 -- 4:00 AM	37.0 °F	34.0 °F	89%	29.83 in	7.0 mi	SW	4.6 mph	  -	N/A	"	 "	Clear
1280	3/11/1970 -- 7:00 AM	37.9 °F	35.1 °F	89%	29.92 in	4.0 mi	NE	9.2 mph	  -	N/A	Fog	Fog
1281	3/11/1970 -- 10:00 AM	53.1 °F	39.9 °F	61%	29.97 in	7.0 mi	North	9.2 mph	  -	N/A	"	 "	Clear
1282	3/11/1970 -- 1:00 PM	62.1 °F	39.9 °F	44%	29.94 in	9.0 mi	NNE	9.2 mph	  -	N/A	"	 "	Clear
1283	3/11/1970 -- 4:00 PM	64.9 °F	41.0 °F	42%	29.91 in	10.0 mi	ESE	11.5 mph	  -	N/A	"	 "	Unknown
1284	3/11/1970 -- 7:00 PM	59.0 °F	41.0 °F	51%	29.92 in	7.0 mi	East	9.2 mph	  -	N/A	"	 "	Unknown
1285	3/11/1970 -- 10:00 PM	55.0 °F	43.0 °F	64%	29.94 in	7.0 mi	East	13.8 mph	  -	N/A	"	 "	Unknown
1286	8/23/1969 -- 2:00 AM	57.9 °F	55.0 °F	90%	30.13 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
1287	8/23/1969 -- 5:00 AM	55.9 °F	54.0 °F	93%	30.12 in	8.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
1288	8/23/1969 -- 8:00 AM	60.1 °F	57.0 °F	90%	30.16 in	5.0 mi	NNE	8.1 mph	  -	N/A	Fog	Fog
1289	8/23/1969 -- 11:00 AM	73.9 °F	59.0 °F	59%	30.17 in	15.0 mi	NE	11.5 mph	  -	N/A	"	 "	Clear
1290	8/23/1969 -- 2:00 PM	79.0 °F	59.0 °F	50%	30.15 in	15.0 mi	NE	9.2 mph	  -	N/A	"	 "	Clear
1291	8/23/1969 -- 5:00 PM	80.1 °F	57.9 °F	47%	30.13 in	15.0 mi	ENE	12.7 mph	  -	N/A	"	 "	Unknown
1292	8/23/1969 -- 8:00 PM	70.0 °F	57.0 °F	63%	30.13 in	15.0 mi	ENE	8.1 mph	  -	N/A	"	 "	Unknown
1293	8/23/1969 -- 11:00 PM	61.0 °F	57.9 °F	90%	30.16 in	15.0 mi	East	6.9 mph	  -	N/A	"	 "	Clear
1294	2/4/1969 -- 1:00 AM	34.0 °F	15.1 °F	46%	30.05 in	15.0 mi	WSW	12.7 mph	  -	N/A	"	 "	Clear
1295	2/4/1969 -- 4:00 AM	33.1 °F	12.9 °F	43%	30.11 in	15.0 mi	WNW	18.4 mph	  -	N/A	"	 "	Clear
1296	2/4/1969 -- 7:00 AM	30.0 °F	10.9 °F	45%	30.17 in	15.0 mi	West	12.7 mph	  -	N/A	"	 "	Clear
1297	2/4/1969 -- 10:00 AM	37.9 °F	12.0 °F	35%	30.20 in	15.0 mi	West	17.3 mph	  -	N/A	"	 "	Clear
1298	2/4/1969 -- 1:00 PM	45.0 °F	12.9 °F	27%	30.15 in	15.0 mi	West	21.9 mph	  -	N/A	"	 "	Clear
1299	2/4/1969 -- 4:00 PM	48.0 °F	12.9 °F	24%	30.12 in	15.0 mi	West	19.6 mph	  -	N/A	"	 "	Clear
1300	2/4/1969 -- 7:00 PM	37.9 °F	17.1 °F	43%	30.10 in	15.0 mi	WSW	9.2 mph	  -	N/A	"	 "	Clear
1301	2/4/1969 -- 10:00 PM	39.0 °F	18.0 °F	43%	30.06 in	15.0 mi	SW	13.8 mph	  -	N/A	"	 "	Clear
1302	7/19/1968 -- 2:00 AM	70.0 °F	70.0 °F	100%	30.02 in	5.0 mi	South	5.8 mph	  -	N/A	Fog	Fog
1303	7/19/1968 -- 5:00 AM	69.1 °F	69.1 °F	100%	30.00 in	4.0 mi	WSW	9.2 mph	  -	N/A	Fog	Fog
