Timestamp,WU Local time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions
1498917360,7/1/2017 6:56 AM,55.4 °F,50.0 °F,82%,29.97 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Scattered Clouds
1391975220,2/9/2014 11:47 AM,62.6 °F,55.4 °F,77%,30.16 in,8.0 mi,SE,12.7 mph,  -,N/A,	 ,Overcast
1391979000,2/9/2014 12:50 PM,62.6 °F,53.6 °F,72%,30.15 in,8.0 mi,SE,12.7 mph,  -,N/A,	 ,Overcast
1391982420,2/9/2014 1:47 PM,62.6 °F,55.4 °F,77%,30.14 in,8.0 mi,SE,11.5 mph,  -,N/A,	 ,Overcast
1391986020,2/9/2014 2:47 PM,64.4 °F,55.4 °F,73%,30.13 in,8.0 mi,SSE,9.2 mph,  -,N/A,	 ,Overcast
1391989980,2/9/2014 3:53 PM,64.4 °F,53.6 °F,68%,30.12 in,10.0 mi,SE,5.8 mph,  -,N/A,	 ,Overcast
1391993580,2/9/2014 4:53 PM,62.6 °F,53.6 °F,72%,30.12 in,10.0 mi,SE,9.2 mph,  -,N/A,	 ,Overcast
1391996820,2/9/2014 5:47 PM,59.0 °F,55.4 °F,88%,30.11 in,8.0 mi,ESE,11.5 mph,  -,N/A,	 ,Overcast
1392000600,2/9/2014 6:50 PM,60.8 °F,55.4 °F,82%,30.12 in,8.0 mi,SE,9.2 mph,  -,N/A,	 ,Overcast
1392004500,2/9/2014 7:55 PM,60.8 °F,55.4 °F,82%,30.11 in,8.0 mi,SE,9.2 mph,  -,N/A,	 ,Overcast
1392008220,2/9/2014 8:57 PM,60.8 °F,55.4 °F,82%,30.12 in,8.0 mi,SE,12.7 mph,  -,N/A,	 ,Overcast
1392011220,2/9/2014 9:47 PM,59.0 °F,53.6 °F,82%,30.11 in,8.0 mi,SE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1391870820,2/8/2014 6:47 AM,59.0 °F,51.8 °F,77%,30.13 in,6.0 mi,ESE,17.3 mph,  -,N/A,	 ,Overcast
1391874540,2/8/2014 7:49 AM,57.2 °F,51.8 °F,82%,30.13 in,5.0 mi,ESE,16.1 mph,  -,N/A,	 ,Overcast
1391878020,2/8/2014 8:47 AM,57.2 °F,51.8 °F,82%,30.10 in,8.0 mi,ESE,16.1 mph,  -,N/A,	 ,Overcast
1391881800,2/8/2014 9:50 AM,59.0 °F,53.6 °F,82%,30.11 in,8.0 mi,ESE,17.3 mph,  -,N/A,	 ,Overcast
1391889000,2/8/2014 11:50 AM,64.4 °F,55.4 °F,73%,30.15 in,8.0 mi,SSE,11.5 mph,  -,N/A,	 ,Overcast
1391892900,2/8/2014 12:55 PM,62.6 °F,53.6 °F,72%,30.14 in,8.0 mi,SSE,11.5 mph,  -,N/A,	 ,Overcast
1391896020,2/8/2014 1:47 PM,62.6 °F,53.6 °F,72%,30.14 in,6.0 mi,East,5.8 mph,  -,N/A,	 ,Overcast
1391899860,2/8/2014 2:51 PM,64.4 °F,53.6 °F,68%,30.14 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Overcast
1391903580,2/8/2014 3:53 PM,62.6 °F,53.6 °F,72%,30.15 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Overcast
1391907240,2/8/2014 4:54 PM,62.6 °F,55.4 °F,77%,30.14 in,10.0 mi,SE,8.1 mph,  -,N/A,	 ,Overcast
1391910900,2/8/2014 5:55 PM,60.8 °F,53.6 °F,77%,30.13 in,10.0 mi,SE,15.0 mph,  -,N/A,	 ,Overcast
1391914500,2/8/2014 6:55 PM,60.8 °F,53.6 °F,77%,30.15 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1391918220,2/8/2014 7:57 PM,60.8 °F,53.6 °F,77%,30.16 in,10.0 mi,SE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1391921700,2/8/2014 8:55 PM,60.8 °F,53.6 °F,77%,30.17 in,10.0 mi,SE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1391924820,2/8/2014 9:47 PM,60.8 °F,53.6 °F,77%,30.18 in,10.0 mi,SE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1391784420,2/7/2014 6:47 AM,51.8 °F,48.2 °F,88%,30.05 in,8.0 mi,SE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1391788740,2/7/2014 7:59 AM,53.6 °F,46.4 °F,77%,30.03 in,8.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1391792220,2/7/2014 8:57 AM,55.4 °F,48.2 °F,77%,30.09 in,8.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1391795220,2/7/2014 9:47 AM,55.4 °F,48.2 °F,77%,30.11 in,6.0 mi,SE,9.2 mph,  -,N/A,Rain,Light Rain
1391798820,2/7/2014 10:47 AM,55.4 °F,48.2 °F,77%,30.12 in,8.0 mi,SE,17.3 mph,  -,N/A,	 ,Overcast
1391802420,2/7/2014 11:47 AM,53.6 °F,50.0 °F,88%,30.09 in,4.0 mi,SE,18.4 mph,  -,N/A,Rain,Rain
1391806020,2/7/2014 12:47 PM,53.6 °F,50.0 °F,88%,30.09 in,6.0 mi,SE,11.5 mph,  -,N/A,Rain,Light Rain
1391809980,2/7/2014 1:53 PM,53.6 °F,50.0 °F,88%,30.07 in,7.0 mi,ESE,15.0 mph,  -,N/A,Rain,Light Rain
1391813640,2/7/2014 2:54 PM,55.4 °F,50.0 °F,82%,30.03 in,7.0 mi,ESE,18.4 mph,  -,N/A,Rain,Light Rain
1391817180,2/7/2014 3:53 PM,53.6 °F,50.0 °F,88%,30.05 in,6.0 mi,SE,11.5 mph,  -,N/A,Rain,Light Rain
1391821080,2/7/2014 4:58 PM,53.6 °F,50.0 °F,88%,30.04 in,10.0 mi,SE,19.6 mph,  -,N/A,Rain,Light Rain
1391824500,2/7/2014 5:55 PM,55.4 °F,50.0 °F,82%,30.04 in,10.0 mi,ESE,15.0 mph,  -,N/A,Rain,Light Rain
1391828160,2/7/2014 6:56 PM,53.6 °F,50.0 °F,88%,30.06 in,10.0 mi,ESE,130.0 mph,  -,N/A,	 ,Overcast
1391831460,2/7/2014 7:51 PM,55.4 °F,50.0 °F,82%,30.08 in,8.0 mi,SE,12.7 mph,  -,N/A,	 ,Overcast
1391834940,2/7/2014 8:49 PM,55.4 °F,50.0 °F,82%,30.09 in,10.0 mi,SE,16.1 mph,  -,N/A,	 ,Overcast
1391838660,2/7/2014 9:51 PM,55.4 °F,50.0 °F,82%,30.10 in,10.0 mi,SE,17.3 mph,  -,N/A,	 ,Overcast
1391698500,2/6/2014 6:55 AM,48.2 °F,44.6 °F,87%,29.94 in,2.0 mi,SSE,9.2 mph,  -,N/A,Rain,Light Rain
1391705220,2/6/2014 8:47 AM,50.0 °F,44.6 °F,82%,29.89 in,7.0 mi,South,11.5 mph,  -,N/A,	 ,Overcast
1391708820,2/6/2014 9:47 AM,50.0 °F,44.6 °F,82%,29.92 in,8.0 mi,SSE,17.3 mph,  -,N/A,	 ,Overcast
1391712840,2/6/2014 10:54 AM,53.6 °F,46.4 °F,77%,29.90 in,8.0 mi,SSE,17.3 mph,  -,N/A,	 ,Overcast
1391716020,2/6/2014 11:47 AM,55.4 °F,46.4 °F,72%,29.90 in,8.0 mi,SSE,13.8 mph,  -,N/A,	 ,Overcast
1391719620,2/6/2014 12:47 PM,55.4 °F,46.4 °F,72%,29.90 in,8.0 mi,SSE,15.0 mph,  -,N/A,	 ,Overcast
1391723940,2/6/2014 1:59 PM,55.4 °F,46.4 °F,72%,29.91 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Overcast
1391726880,2/6/2014 2:48 PM,55.4 °F,46.4 °F,72%,29.93 in,8.0 mi,SSE,4.6 mph,  -,N/A,	 ,Overcast
1391730900,2/6/2014 3:55 PM,55.4 °F,48.2 °F,77%,29.94 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Overcast
1391734200,2/6/2014 4:50 PM,55.4 °F,48.2 °F,77%,29.93 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Overcast
1391737620,2/6/2014 5:47 PM,55.4 °F,46.4 °F,72%,29.95 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Overcast
1391741400,2/6/2014 6:50 PM,53.6 °F,46.4 °F,77%,29.97 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Overcast
1391744940,2/6/2014 7:49 PM,53.6 °F,46.4 °F,77%,29.99 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Overcast
1391748600,2/6/2014 8:50 PM,53.6 °F,46.4 °F,77%,30.02 in,10.0 mi,ESE,6.9 mph,  -,N/A,	 ,Overcast
1391615400,2/5/2014 7:50 AM,42.8 °F,37.4 °F,81%,30.21 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1391619120,2/5/2014 8:52 AM,48.2 °F,39.2 °F,71%,30.21 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1391622840,2/5/2014 9:54 AM,50.0 °F,39.2 °F,66%,30.22 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1391626200,2/5/2014 10:50 AM,51.8 °F,39.2 °F,62%,30.22 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1391629800,2/5/2014 11:50 AM,53.6 °F,39.2 °F,58%,30.19 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391633580,2/5/2014 12:53 PM,57.2 °F,35.6 °F,44%,30.16 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1391640420,2/5/2014 2:47 PM,59.0 °F,37.4 °F,45%,30.12 in,10.0 mi,NW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1391644020,2/5/2014 3:47 PM,55.4 °F,39.2 °F,54%,30.11 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1391651220,2/5/2014 5:47 PM,53.6 °F,39.2 °F,58%,30.12 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Overcast
1391665620,2/5/2014 9:47 PM,50.0 °F,41.0 °F,71%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1391525700,2/4/2014 6:55 AM,39.2 °F,37.4 °F,93%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391529180,2/4/2014 7:53 AM,41.0 °F,37.4 °F,87%,30.13 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391533140,2/4/2014 8:59 AM,46.4 °F,39.2 °F,76%,30.14 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391536020,2/4/2014 9:47 AM,48.2 °F,39.2 °F,71%,30.15 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391539800,2/4/2014 10:50 AM,53.6 °F,39.2 °F,58%,30.16 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1391543400,2/4/2014 11:50 AM,57.2 °F,39.2 °F,51%,30.14 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1391547000,2/4/2014 12:50 PM,57.2 °F,37.4 °F,48%,30.11 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Partly Cloudy
1391550420,2/4/2014 1:47 PM,57.2 °F,37.4 °F,48%,30.08 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Overcast
1391554140,2/4/2014 2:49 PM,57.2 °F,35.6 °F,44%,30.07 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1391557740,2/4/2014 3:49 PM,55.4 °F,35.6 °F,47%,30.08 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1391561220,2/4/2014 4:47 PM,53.6 °F,35.6 °F,51%,30.08 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1391564820,2/4/2014 5:47 PM,51.8 °F,35.6 °F,54%,30.10 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1391568420,2/4/2014 6:47 PM,51.8 °F,39.2 °F,62%,30.12 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1391572020,2/4/2014 7:47 PM,50.0 °F,37.4 °F,62%,30.13 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Scattered Clouds
1391575620,2/4/2014 8:47 PM,48.2 °F,39.2 °F,71%,30.16 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1391579220,2/4/2014 9:47 PM,48.2 °F,41.0 °F,76%,30.18 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1391439180,2/3/2014 6:53 AM,42.8 °F,41.0 °F,93%,30.03 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1391443080,2/3/2014 7:58 AM,42.8 °F,41.0 °F,93%,30.05 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1391449800,2/3/2014 9:50 AM,50.0 °F,41.0 °F,71%,30.08 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1391457000,2/3/2014 11:50 AM,53.6 °F,39.2 °F,58%,30.07 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Partly Cloudy
1391460300,2/3/2014 12:45 PM,53.6 °F,37.4 °F,54%,30.05 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1391464320,2/3/2014 1:52 PM,55.4 °F,37.4 °F,51%,30.03 in,10.0 mi,WNW,15.0 mph,  -,N/A,	 ,Mostly Cloudy
1391467680,2/3/2014 2:48 PM,55.4 °F,39.2 °F,54%,30.02 in,10.0 mi,WNW,18.4 mph,  -,N/A,	 ,Mostly Cloudy
1391471280,2/3/2014 3:48 PM,55.4 °F,35.6 °F,47%,30.02 in,10.0 mi,SW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1391475000,2/3/2014 4:50 PM,53.6 °F,35.6 °F,51%,30.02 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1391478600,2/3/2014 5:50 PM,51.8 °F,35.6 °F,54%,30.03 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1391482020,2/3/2014 6:47 PM,50.0 °F,37.4 °F,62%,30.05 in,8.0 mi,West,9.2 mph,  -,N/A,	 ,Scattered Clouds
1391485620,2/3/2014 7:47 PM,48.2 °F,39.2 °F,71%,30.07 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Scattered Clouds
1391489220,2/3/2014 8:47 PM,44.6 °F,39.2 °F,81%,30.07 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1391352420,2/2/2014 6:47 AM,50.0 °F,35.6 °F,58%,29.93 in,10.0 mi,East,9.2 mph,  -,N/A,	 ,Overcast
1391356500,2/2/2014 7:55 AM,50.0 °F,32.0 °F,50%,29.93 in,10.0 mi,ESE,11.5 mph,  -,N/A,Rain,Light Rain
1391360040,2/2/2014 8:54 AM,46.4 °F,37.4 °F,71%,29.94 in,5.0 mi,East,16.1 mph,  -,N/A,Rain,Light Rain
1391363580,2/2/2014 9:53 AM,46.4 °F,37.4 °F,71%,29.94 in,8.0 mi,ESE,20.7 mph,  -,N/A,Rain,Light Rain
1391370780,2/2/2014 11:53 AM,50.0 °F,39.2 °F,66%,29.90 in,10.0 mi,East,18.4 mph,26.5 mph,N/A,	 ,Mostly Cloudy
1391374320,2/2/2014 12:52 PM,53.6 °F,41.0 °F,62%,29.88 in,10.0 mi,SE,18.4 mph,  -,N/A,	 ,Mostly Cloudy
1391377920,2/2/2014 1:52 PM,55.4 °F,42.8 °F,63%,29.86 in,10.0 mi,SE,17.3 mph,  -,N/A,	 ,Overcast
1391381220,2/2/2014 2:47 PM,55.4 °F,41.0 °F,58%,29.86 in,10.0 mi,SE,18.4 mph,  -,N/A,	 ,Overcast
1391384820,2/2/2014 3:47 PM,55.4 °F,41.0 °F,58%,29.87 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Overcast
1391388540,2/2/2014 4:49 PM,53.6 °F,41.0 °F,62%,29.88 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1391395620,2/2/2014 6:47 PM,53.6 °F,41.0 °F,62%,29.89 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Overcast
1391399220,2/2/2014 7:47 PM,50.0 °F,39.2 °F,66%,29.92 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Scattered Clouds
1391402820,2/2/2014 8:47 PM,48.2 °F,39.2 °F,71%,29.94 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Scattered Clouds
1391406420,2/2/2014 9:47 PM,44.6 °F,39.2 °F,81%,29.96 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1391266140,2/1/2014 6:49 AM,37.4 °F,33.8 °F,87%,30.15 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391269620,2/1/2014 7:47 AM,39.2 °F,37.4 °F,93%,30.16 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391276820,2/1/2014 9:47 AM,50.0 °F,39.2 °F,66%,30.18 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391280420,2/1/2014 10:47 AM,53.6 °F,37.4 °F,54%,30.16 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391287620,2/1/2014 12:47 PM,59.0 °F,32.0 °F,36%,30.12 in,10.0 mi,WNW,4.6 mph,  -,N/A,	 ,Clear
1391291400,2/1/2014 1:50 PM,60.8 °F,32.0 °F,34%,30.10 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Scattered Clouds
1391295300,2/1/2014 2:55 PM,60.8 °F,24.8 °F,25%,30.09 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Partly Cloudy
1391298480,2/1/2014 3:48 PM,60.8 °F,21.2 °F,22%,30.09 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Partly Cloudy
1391302140,2/1/2014 4:49 PM,59.0 °F,21.2 °F,23%,30.10 in,10.0 mi,WNW,10.4 mph,  -,N/A,	 ,Clear
1391305860,2/1/2014 5:51 PM,53.6 °F,39.2 °F,58%,30.10 in,10.0 mi,NW,12.7 mph,  -,N/A,	 ,Clear
1391309580,2/1/2014 6:53 PM,51.8 °F,37.4 °F,58%,30.11 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Clear
1391313180,2/1/2014 7:53 PM,48.2 °F,39.2 °F,71%,30.10 in,10.0 mi,WNW,6.9 mph,  -,N/A,	 ,Clear
1391316900,2/1/2014 8:55 PM,46.4 °F,37.4 °F,71%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391320200,2/1/2014 9:50 PM,44.6 °F,35.6 °F,71%,30.10 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391179620,1/31/2014 6:47 AM,44.6 °F,42.8 °F,93%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1391183220,1/31/2014 7:47 AM,44.6 °F,42.8 °F,93%,30.02 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1391186820,1/31/2014 8:47 AM,50.0 °F,44.6 °F,82%,30.05 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1391190600,1/31/2014 9:50 AM,53.6 °F,44.6 °F,72%,30.07 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1391197800,1/31/2014 11:50 AM,57.2 °F,44.6 °F,63%,30.07 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1391201220,1/31/2014 12:47 PM,60.8 °F,41.0 °F,48%,30.05 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Partly Cloudy
1391205300,1/31/2014 1:55 PM,60.8 °F,41.0 °F,48%,30.04 in,10.0 mi,WNW,17.3 mph,  -,N/A,	 ,Partly Cloudy
1391208420,1/31/2014 2:47 PM,60.8 °F,33.8 °F,36%,30.04 in,10.0 mi,WNW,13.8 mph,  -,N/A,	 ,Clear
1391212020,1/31/2014 3:47 PM,60.8 °F,26.6 °F,27%,30.04 in,10.0 mi,WNW,13.8 mph,  -,N/A,	 ,Clear
1391215800,1/31/2014 4:50 PM,59.0 °F,33.8 °F,39%,30.04 in,10.0 mi,WNW,13.8 mph,  -,N/A,	 ,Partly Cloudy
1391219400,1/31/2014 5:50 PM,55.4 °F,37.4 °F,51%,30.05 in,10.0 mi,NW,17.3 mph,  -,N/A,	 ,Clear
1391222880,1/31/2014 6:48 PM,51.8 °F,39.2 °F,62%,30.07 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Clear
1391226420,1/31/2014 7:47 PM,50.0 °F,41.0 °F,71%,30.08 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1391230200,1/31/2014 8:50 PM,50.0 °F,41.0 °F,71%,30.09 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1391234100,1/31/2014 9:55 PM,48.2 °F,42.8 °F,82%,30.10 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1391093400,1/30/2014 6:50 AM,51.8 °F,50.0 °F,94%,29.90 in,7.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1391096820,1/30/2014 7:47 AM,51.8 °F,50.0 °F,94%,29.91 in,8.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1391100480,1/30/2014 8:48 AM,53.6 °F,51.8 °F,94%,29.93 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1391102220,1/30/2014 9:17 AM,55.4 °F,51.8 °F,88%,29.93 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1391104500,1/30/2014 9:55 AM,57.2 °F,50.0 °F,77%,29.93 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1391107800,1/30/2014 10:50 AM,59.0 °F,46.4 °F,63%,29.94 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1391111220,1/30/2014 11:47 AM,60.8 °F,46.4 °F,59%,29.94 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1391115300,1/30/2014 12:55 PM,62.6 °F,48.2 °F,59%,29.92 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1391118420,1/30/2014 1:47 PM,60.8 °F,48.2 °F,63%,29.88 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Scattered Clouds
1391122200,1/30/2014 2:50 PM,62.6 °F,44.6 °F,52%,29.88 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1391126040,1/30/2014 3:54 PM,60.8 °F,44.6 °F,55%,29.87 in,10.0 mi,NNW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1391129700,1/30/2014 4:55 PM,59.0 °F,44.6 °F,59%,29.87 in,10.0 mi,NNW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1391133300,1/30/2014 5:55 PM,55.4 °F,44.6 °F,67%,29.88 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1391140440,1/30/2014 7:54 PM,53.6 °F,44.6 °F,72%,29.91 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1391144100,1/30/2014 8:55 PM,53.6 °F,44.6 °F,72%,29.93 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1391147400,1/30/2014 9:50 PM,53.6 °F,46.4 °F,77%,29.94 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1391007240,1/29/2014 6:54 AM,59.0 °F,59.0 °F,100%,30.17 in,1.8 mi,Calm,Calm,  -,N/A,	 ,Overcast
1391008740,1/29/2014 7:19 AM,59.0 °F,59.0 °F,100%,30.17 in,0.2 mi,Calm,Calm,  -,N/A,Fog,Fog
1391010420,1/29/2014 7:47 AM,59.0 °F,59.0 °F,100%,30.18 in,1.8 mi,Calm,Calm,  -,N/A,	 ,Overcast
1391014380,1/29/2014 8:53 AM,59.0 °F,59.0 °F,100%,30.18 in,1.8 mi,Calm,Calm,  -,N/A,	 ,Overcast
1391016120,1/29/2014 9:22 AM,60.8 °F,59.0 °F,94%,30.22 in,2.5 mi,Calm,Calm,  -,N/A,	 ,Overcast
1391021700,1/29/2014 10:55 AM,64.4 °F,59.0 °F,83%,30.18 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1391025240,1/29/2014 11:54 AM,66.2 °F,59.0 °F,78%,30.16 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1391028480,1/29/2014 12:48 PM,68.0 °F,59.0 °F,73%,30.13 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1391030880,1/29/2014 1:28 PM,68.0 °F,57.2 °F,68%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1391032200,1/29/2014 1:50 PM,68.0 °F,57.2 °F,68%,30.10 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1391035620,1/29/2014 2:47 PM,68.0 °F,57.2 °F,68%,30.08 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1391039220,1/29/2014 3:47 PM,68.0 °F,57.2 °F,68%,30.05 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1391043000,1/29/2014 4:50 PM,66.2 °F,57.2 °F,73%,30.04 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1391046600,1/29/2014 5:50 PM,64.4 °F,57.2 °F,77%,30.02 in,10.0 mi,WNW,13.8 mph,  -,N/A,	 ,Overcast
1391054100,1/29/2014 7:55 PM,59.0 °F,55.4 °F,88%,30.02 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1391057220,1/29/2014 8:47 PM,59.0 °F,55.4 °F,88%,30.02 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1391060820,1/29/2014 9:47 PM,59.0 °F,55.4 °F,88%,30.00 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1390920420,1/28/2014 6:47 AM,50.0 °F,46.4 °F,87%,30.23 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1390924500,1/28/2014 7:55 AM,51.8 °F,48.2 °F,88%,30.24 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1390928220,1/28/2014 8:57 AM,55.4 °F,50.0 °F,82%,30.25 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1390935480,1/28/2014 10:58 AM,62.6 °F,50.0 °F,63%,30.26 in,10.0 mi,North,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1390938900,1/28/2014 11:55 AM,64.4 °F,50.0 °F,59%,30.25 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Partly Cloudy
1390942200,1/28/2014 12:50 PM,68.0 °F,50.0 °F,52%,30.21 in,10.0 mi,West,8.1 mph,  -,N/A,	 ,Scattered Clouds
1390945620,1/28/2014 1:47 PM,68.0 °F,48.2 °F,49%,30.19 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Overcast
1390949220,1/28/2014 2:47 PM,68.0 °F,50.0 °F,52%,30.19 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1390953000,1/28/2014 3:50 PM,66.2 °F,53.6 °F,64%,30.20 in,10.0 mi,NW,13.8 mph,  -,N/A,	 ,Mostly Cloudy
