Timestamp,WU Local time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions
1498913220,7/1/2017 5:47 AM,75.2 °F,30.2 °F,19%,29.79 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386805620,12/11/2013 4:47 PM,69.8 °F,24.8 °F,18%,30.11 in,40.0 mi,Variable,3.5 mph,  -,N/A,	 ,Clear
1386809220,12/11/2013 5:47 PM,64.4 °F,28.4 °F,26%,30.12 in,15.0 mi,Variable,3.5 mph,  -,N/A,	 ,Clear
1386812820,12/11/2013 6:47 PM,62.6 °F,26.6 °F,26%,30.13 in,15.0 mi,North,5.8 mph,  -,N/A,	 ,Clear
1386816420,12/11/2013 7:47 PM,59.0 °F,30.2 °F,34%,30.14 in,15.0 mi,North,5.8 mph,  -,N/A,	 ,Clear
1386820020,12/11/2013 8:47 PM,55.4 °F,30.2 °F,38%,30.15 in,15.0 mi,North,4.6 mph,  -,N/A,	 ,Clear
1386679620,12/10/2013 5:47 AM,41.0 °F,8.6 °F,26%,30.25 in,15.0 mi,North,11.5 mph,  -,N/A,	 ,Scattered Clouds
1386683220,12/10/2013 6:47 AM,41.0 °F,8.6 °F,26%,30.25 in,15.0 mi,North,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1386687000,12/10/2013 7:50 AM,41.0 °F,10.4 °F,29%,30.26 in,40.0 mi,NNE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1386690420,12/10/2013 8:47 AM,41.0 °F,17.6 °F,39%,30.28 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1386694020,12/10/2013 9:47 AM,42.8 °F,21.2 °F,42%,30.28 in,40.0 mi,ENE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1386697620,12/10/2013 10:47 AM,50.0 °F,12.2 °F,22%,30.27 in,40.0 mi,North,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1386701220,12/10/2013 11:47 AM,53.6 °F,12.2 °F,19%,30.23 in,40.0 mi,NNW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1386704820,12/10/2013 12:47 PM,55.4 °F,10.4 °F,17%,30.18 in,40.0 mi,North,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1386708420,12/10/2013 1:47 PM,60.8 °F,8.6 °F,13%,30.15 in,40.0 mi,NE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1386712020,12/10/2013 2:47 PM,60.8 °F,8.6 °F,13%,30.13 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1386715800,12/10/2013 3:50 PM,60.8 °F,10.4 °F,14%,30.12 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1386719220,12/10/2013 4:47 PM,60.8 °F,12.2 °F,15%,30.11 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1386722820,12/10/2013 5:47 PM,55.4 °F,15.8 °F,21%,30.11 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1386726420,12/10/2013 6:47 PM,50.0 °F,21.2 °F,32%,30.11 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1386730020,12/10/2013 7:47 PM,46.4 °F,24.8 °F,43%,30.12 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1386733800,12/10/2013 8:50 PM,44.6 °F,26.6 °F,49%,30.13 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1386593220,12/9/2013 5:47 AM,33.8 °F,24.8 °F,70%,30.17 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386596820,12/9/2013 6:47 AM,32.0 °F,23.0 °F,69%,30.19 in,15.0 mi,NNE,6.9 mph,  -,N/A,	 ,Clear
1386600420,12/9/2013 7:47 AM,33.8 °F,23.0 °F,65%,30.23 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386604020,12/9/2013 8:47 AM,39.2 °F,21.2 °F,49%,30.25 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386607800,12/9/2013 9:50 AM,42.8 °F,19.4 °F,39%,30.29 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386611220,12/9/2013 10:47 AM,46.4 °F,21.2 °F,37%,30.30 in,40.0 mi,NNE,6.9 mph,  -,N/A,	 ,Clear
1386614820,12/9/2013 11:47 AM,48.2 °F,23.0 °F,37%,30.29 in,40.0 mi,ENE,4.6 mph,  -,N/A,	 ,Clear
1386618420,12/9/2013 12:47 PM,50.0 °F,19.4 °F,30%,30.27 in,40.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1386622020,12/9/2013 1:47 PM,51.8 °F,19.4 °F,28%,30.26 in,40.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1386625800,12/9/2013 2:50 PM,53.6 °F,19.4 °F,26%,30.27 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Partly Cloudy
1386629400,12/9/2013 3:50 PM,53.6 °F,19.4 °F,26%,30.26 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Partly Cloudy
1386633000,12/9/2013 4:50 PM,51.8 °F,19.4 °F,28%,30.27 in,40.0 mi,West,6.9 mph,  -,N/A,	 ,Scattered Clouds
1386636600,12/9/2013 5:50 PM,50.0 °F,21.2 °F,32%,30.27 in,15.0 mi,West,6.9 mph,  -,N/A,	 ,Scattered Clouds
1386640020,12/9/2013 6:47 PM,46.4 °F,23.0 °F,40%,30.29 in,15.0 mi,West,5.8 mph,  -,N/A,	 ,Scattered Clouds
1386643800,12/9/2013 7:50 PM,46.4 °F,23.0 °F,40%,30.30 in,15.0 mi,NNW,13.8 mph,  -,N/A,	 ,Scattered Clouds
1386647220,12/9/2013 8:47 PM,46.4 °F,19.4 °F,34%,30.31 in,15.0 mi,NNW,9.2 mph,  -,N/A,	 ,Clear
1386506820,12/8/2013 5:47 AM,51.8 °F,41.0 °F,67%,30.04 in,15.0 mi,South,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1386510420,12/8/2013 6:47 AM,50.0 °F,39.2 °F,66%,30.06 in,15.0 mi,SSW,9.2 mph,  -,N/A,	 ,Overcast
1386514020,12/8/2013 7:47 AM,50.0 °F,39.2 °F,66%,30.07 in,30.0 mi,SSW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1386517620,12/8/2013 8:47 AM,50.0 °F,39.2 °F,66%,30.09 in,30.0 mi,SSW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1386521220,12/8/2013 9:47 AM,53.6 °F,39.2 °F,58%,30.12 in,30.0 mi,SW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1386524820,12/8/2013 10:47 AM,55.4 °F,33.8 °F,44%,30.11 in,40.0 mi,SW,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1386528420,12/8/2013 11:47 AM,55.4 °F,32.0 °F,41%,30.10 in,30.0 mi,South,9.2 mph,  -,N/A,	 ,Scattered Clouds
1386532020,12/8/2013 12:47 PM,55.4 °F,28.4 °F,36%,30.07 in,30.0 mi,SSW,12.7 mph,  -,N/A,	 ,Scattered Clouds
1386535620,12/8/2013 1:47 PM,57.2 °F,26.6 °F,31%,30.06 in,30.0 mi,SSW,9.2 mph,15.0 mph,N/A,	 ,Scattered Clouds
1386539400,12/8/2013 2:50 PM,57.2 °F,24.8 °F,29%,30.03 in,30.0 mi,WSW,9.2 mph,17.3 mph,N/A,	 ,Mostly Cloudy
1386543000,12/8/2013 3:50 PM,55.4 °F,26.6 °F,33%,30.02 in,30.0 mi,SSW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1386546420,12/8/2013 4:47 PM,55.4 °F,26.6 °F,33%,30.02 in,30.0 mi,SW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1386550200,12/8/2013 5:50 PM,53.6 °F,26.6 °F,35%,30.03 in,15.0 mi,West,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1386553800,12/8/2013 6:50 PM,51.8 °F,21.2 °F,30%,30.06 in,15.0 mi,West,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1386557220,12/8/2013 7:47 PM,51.8 °F,21.2 °F,30%,30.07 in,15.0 mi,WNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1386560820,12/8/2013 8:47 PM,50.0 °F,21.2 °F,32%,30.07 in,15.0 mi,West,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1386420420,12/7/2013 5:47 AM,32.0 °F,26.6 °F,80%,30.07 in,15.0 mi,NE,3.5 mph,  -,N/A,	 ,Clear
1386424020,12/7/2013 6:47 AM,32.0 °F,26.6 °F,80%,30.07 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386427620,12/7/2013 7:47 AM,32.0 °F,26.6 °F,80%,30.08 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386431220,12/7/2013 8:47 AM,37.4 °F,26.6 °F,65%,30.10 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386434820,12/7/2013 9:47 AM,42.8 °F,28.4 °F,57%,30.11 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386438420,12/7/2013 10:47 AM,46.4 °F,28.4 °F,50%,30.10 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386442020,12/7/2013 11:47 AM,51.8 °F,24.8 °F,35%,30.07 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386445740,12/7/2013 12:49 PM,53.6 °F,21.2 °F,28%,30.04 in,40.0 mi,ESE,6.9 mph,  -,N/A,	 ,Partly Cloudy
1386449220,12/7/2013 1:47 PM,55.4 °F,21.2 °F,26%,30.01 in,40.0 mi,South,6.9 mph,  -,N/A,	 ,Partly Cloudy
1386452820,12/7/2013 2:47 PM,55.4 °F,24.8 °F,31%,29.99 in,40.0 mi,SSW,11.5 mph,  -,N/A,	 ,Partly Cloudy
1386456420,12/7/2013 3:47 PM,55.4 °F,26.6 °F,33%,29.98 in,40.0 mi,SSE,9.2 mph,  -,N/A,	 ,Scattered Clouds
1386460020,12/7/2013 4:47 PM,55.4 °F,26.6 °F,33%,29.97 in,40.0 mi,South,4.6 mph,  -,N/A,	 ,Scattered Clouds
1386463620,12/7/2013 5:47 PM,50.0 °F,30.2 °F,47%,29.97 in,15.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1386467400,12/7/2013 6:50 PM,50.0 °F,30.2 °F,47%,29.99 in,15.0 mi,East,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1386471000,12/7/2013 7:50 PM,50.0 °F,30.2 °F,47%,30.00 in,15.0 mi,Variable,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1386474420,12/7/2013 8:47 PM,50.0 °F,30.2 °F,47%,30.00 in,15.0 mi,ESE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1386334020,12/6/2013 5:47 AM,32.0 °F,26.6 °F,80%,30.15 in,15.0 mi,NE,4.6 mph,  -,N/A,	 ,Clear
1386337620,12/6/2013 6:47 AM,32.0 °F,26.6 °F,80%,30.16 in,15.0 mi,ENE,4.6 mph,  -,N/A,	 ,Clear
1386341220,12/6/2013 7:47 AM,32.0 °F,26.6 °F,80%,30.18 in,40.0 mi,NE,4.6 mph,  -,N/A,	 ,Clear
1386344820,12/6/2013 8:47 AM,37.4 °F,28.4 °F,70%,30.20 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386348420,12/6/2013 9:47 AM,41.0 °F,26.6 °F,57%,30.22 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386352020,12/6/2013 10:47 AM,46.4 °F,28.4 °F,50%,30.22 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386355620,12/6/2013 11:47 AM,51.8 °F,23.0 °F,33%,30.21 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386359220,12/6/2013 12:47 PM,51.8 °F,21.2 °F,30%,30.17 in,40.0 mi,Variable,3.5 mph,  -,N/A,	 ,Clear
1386362820,12/6/2013 1:47 PM,51.8 °F,19.4 °F,28%,30.14 in,40.0 mi,South,5.8 mph,  -,N/A,	 ,Clear
1386366420,12/6/2013 2:47 PM,53.6 °F,19.4 °F,26%,30.13 in,40.0 mi,West,3.5 mph,  -,N/A,	 ,Clear
1386370020,12/6/2013 3:47 PM,51.8 °F,19.4 °F,28%,30.11 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386373620,12/6/2013 4:47 PM,71.6 °F,19.4 °F,14%,30.11 in,40.0 mi,WSW,5.8 mph,  -,N/A,	 ,Clear
1386377220,12/6/2013 5:47 PM,50.0 °F,21.2 °F,32%,30.12 in,15.0 mi,SW,5.8 mph,  -,N/A,	 ,Clear
1386380820,12/6/2013 6:47 PM,46.4 °F,23.0 °F,40%,30.13 in,15.0 mi,West,5.8 mph,  -,N/A,	 ,Clear
1386384420,12/6/2013 7:47 PM,42.8 °F,24.8 °F,49%,30.11 in,15.0 mi,Variable,3.5 mph,  -,N/A,	 ,Clear
1386388020,12/6/2013 8:47 PM,41.0 °F,28.4 °F,61%,30.12 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1386247620,12/5/2013 5:47 AM,42.8 °F,32.0 °F,66%,29.93 in,15.0 mi,North,6.9 mph,  -,N/A,	 ,Scattered Clouds
1386251220,12/5/2013 6:47 AM,39.2 °F,30.2 °F,70%,29.94 in,15.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1386254820,12/5/2013 7:47 AM,37.4 °F,30.2 °F,75%,29.97 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1386258420,12/5/2013 8:47 AM,44.6 °F,30.2 °F,57%,29.99 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1386262020,12/5/2013 9:47 AM,48.2 °F,28.4 °F,46%,30.02 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1386269220,12/5/2013 11:47 AM,51.8 °F,24.8 °F,35%,30.01 in,40.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1386272820,12/5/2013 12:47 PM,53.6 °F,23.0 °F,30%,29.98 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1386276420,12/5/2013 1:47 PM,53.6 °F,23.0 °F,30%,29.95 in,40.0 mi,WNW,3.5 mph,  -,N/A,	 ,Scattered Clouds
1386280020,12/5/2013 2:47 PM,55.4 °F,17.6 °F,23%,29.96 in,40.0 mi,West,5.8 mph,  -,N/A,	 ,Scattered Clouds
1386283620,12/5/2013 3:47 PM,55.4 °F,17.6 °F,23%,29.96 in,40.0 mi,West,9.2 mph,  -,N/A,	 ,Partly Cloudy
1386287220,12/5/2013 4:47 PM,53.6 °F,17.6 °F,24%,29.97 in,40.0 mi,West,11.5 mph,  -,N/A,	 ,Partly Cloudy
1386290820,12/5/2013 5:47 PM,50.0 °F,21.2 °F,32%,29.98 in,15.0 mi,WSW,6.9 mph,  -,N/A,	 ,Clear
1386294420,12/5/2013 6:47 PM,46.4 °F,24.8 °F,43%,30.00 in,15.0 mi,West,9.2 mph,  -,N/A,	 ,Clear
1386298020,12/5/2013 7:47 PM,46.4 °F,23.0 °F,40%,30.02 in,15.0 mi,SSW,6.9 mph,  -,N/A,	 ,Clear
1386301620,12/5/2013 8:47 PM,46.4 °F,23.0 °F,40%,30.05 in,15.0 mi,West,8.1 mph,  -,N/A,	 ,Clear
1386161220,12/4/2013 5:47 AM,55.4 °F,39.2 °F,54%,29.73 in,15.0 mi,SSE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1386164820,12/4/2013 6:47 AM,55.4 °F,41.0 °F,58%,29.75 in,15.0 mi,South,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1386168600,12/4/2013 7:50 AM,55.4 °F,41.0 °F,58%,29.77 in,40.0 mi,SE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1386172020,12/4/2013 8:47 AM,59.0 °F,41.0 °F,51%,29.79 in,30.0 mi,SSE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1386175620,12/4/2013 9:47 AM,62.6 °F,44.6 °F,52%,29.83 in,30.0 mi,SSW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1386179220,12/4/2013 10:47 AM,62.6 °F,44.6 °F,52%,29.83 in,30.0 mi,WSW,13.8 mph,19.6 mph,N/A,	 ,Mostly Cloudy
1386182820,12/4/2013 11:47 AM,60.8 °F,48.2 °F,63%,29.83 in,30.0 mi,West,16.1 mph,24.2 mph,N/A,	 ,Mostly Cloudy
1386186420,12/4/2013 12:47 PM,57.2 °F,42.8 °F,59%,29.83 in,20.0 mi,WNW,13.8 mph,20.7 mph,N/A,Rain,Light Rain
1386190020,12/4/2013 1:47 PM,53.6 °F,46.4 °F,77%,29.84 in,15.0 mi,WNW,11.5 mph,21.9 mph,N/A,Rain,Light Rain
1386193620,12/4/2013 2:47 PM,55.4 °F,41.0 °F,58%,29.85 in,30.0 mi,WNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1386197220,12/4/2013 3:47 PM,57.2 °F,39.2 °F,51%,29.86 in,15.0 mi,WNW,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1386200820,12/4/2013 4:47 PM,57.2 °F,39.2 °F,51%,29.86 in,30.0 mi,WSW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1386204420,12/4/2013 5:47 PM,55.4 °F,42.8 °F,63%,29.87 in,15.0 mi,SW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1386208020,12/4/2013 6:47 PM,55.4 °F,41.0 °F,58%,29.88 in,15.0 mi,WSW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1386211620,12/4/2013 7:47 PM,51.8 °F,42.8 °F,71%,29.89 in,15.0 mi,SW,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1386215220,12/4/2013 8:47 PM,51.8 °F,39.2 °F,62%,29.90 in,15.0 mi,SSW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1386074820,12/3/2013 5:47 AM,44.6 °F,42.8 °F,93%,29.84 in,15.0 mi,NE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1386082020,12/3/2013 7:47 AM,46.4 °F,42.8 °F,87%,29.84 in,40.0 mi,ENE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1386085620,12/3/2013 8:47 AM,51.8 °F,44.6 °F,76%,29.85 in,40.0 mi,NE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1386089220,12/3/2013 9:47 AM,57.2 °F,46.4 °F,67%,29.86 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1386092820,12/3/2013 10:47 AM,62.6 °F,44.6 °F,52%,29.85 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1386096420,12/3/2013 11:47 AM,68.0 °F,41.0 °F,37%,29.81 in,40.0 mi,SE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1386100020,12/3/2013 12:47 PM,69.8 °F,35.6 °F,28%,29.78 in,40.0 mi,SSE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1386103620,12/3/2013 1:47 PM,71.6 °F,33.8 °F,25%,29.75 in,40.0 mi,South,11.5 mph,  -,N/A,	 ,Scattered Clouds
1386107220,12/3/2013 2:47 PM,71.6 °F,35.6 °F,27%,29.72 in,40.0 mi,South,9.2 mph,  -,N/A,	 ,Partly Cloudy
1386111000,12/3/2013 3:50 PM,73.4 °F,33.8 °F,23%,29.70 in,40.0 mi,WSW,4.6 mph,  -,N/A,	 ,Partly Cloudy
1386114420,12/3/2013 4:47 PM,71.6 °F,37.4 °F,29%,29.69 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1386118020,12/3/2013 5:47 PM,68.0 °F,37.4 °F,33%,29.68 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1386121620,12/3/2013 6:47 PM,60.8 °F,41.0 °F,48%,29.67 in,15.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1386125220,12/3/2013 7:47 PM,59.0 °F,41.0 °F,51%,29.68 in,15.0 mi,SSE,5.8 mph,  -,N/A,	 ,Scattered Clouds
1386129000,12/3/2013 8:50 PM,60.8 °F,42.8 °F,52%,29.69 in,15.0 mi,SSE,8.1 mph,  -,N/A,	 ,Scattered Clouds
1385988420,12/2/2013 5:47 AM,41.0 °F,41.0 °F,100%,30.09 in,15.0 mi,East,5.8 mph,  -,N/A,	 ,Clear
1385992020,12/2/2013 6:47 AM,42.8 °F,42.8 °F,100%,30.10 in,15.0 mi,NE,5.8 mph,  -,N/A,	 ,Partly Cloudy
1385995620,12/2/2013 7:47 AM,42.8 °F,41.0 °F,93%,30.10 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1385999220,12/2/2013 8:47 AM,48.2 °F,44.6 °F,87%,30.11 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1386002940,12/2/2013 9:49 AM,53.6 °F,46.4 °F,77%,30.12 in,35.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1386006600,12/2/2013 10:50 AM,57.2 °F,48.2 °F,72%,30.12 in,35.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1386010020,12/2/2013 11:47 AM,60.8 °F,48.2 °F,63%,30.10 in,20.0 mi,Variable,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1386013620,12/2/2013 12:47 PM,62.6 °F,46.4 °F,55%,30.05 in,20.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1386017220,12/2/2013 1:47 PM,64.4 °F,46.4 °F,52%,29.99 in,15.0 mi,Variable,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1386020820,12/2/2013 2:47 PM,66.2 °F,44.6 °F,46%,29.97 in,15.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1386024420,12/2/2013 3:47 PM,68.0 °F,42.8 °F,40%,29.96 in,15.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1386028020,12/2/2013 4:47 PM,66.2 °F,44.6 °F,46%,29.96 in,15.0 mi,SW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1386031620,12/2/2013 5:47 PM,62.6 °F,46.4 °F,55%,29.94 in,15.0 mi,SW,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1386035220,12/2/2013 6:47 PM,60.8 °F,46.4 °F,59%,29.95 in,15.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1386038820,12/2/2013 7:47 PM,57.2 °F,48.2 °F,72%,29.93 in,15.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1386042420,12/2/2013 8:47 PM,51.8 °F,46.4 °F,82%,29.93 in,15.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1385902020,12/1/2013 5:47 AM,46.4 °F,44.6 °F,93%,30.17 in,15.0 mi,NNE,3.5 mph,  -,N/A,	 ,Scattered Clouds
1385905620,12/1/2013 6:47 AM,46.4 °F,44.6 °F,93%,30.18 in,15.0 mi,NE,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1385909220,12/1/2013 7:47 AM,46.4 °F,44.6 °F,93%,30.20 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1385912820,12/1/2013 8:47 AM,48.2 °F,46.4 °F,93%,30.23 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1385916420,12/1/2013 9:47 AM,53.6 °F,48.2 °F,82%,30.23 in,30.0 mi,NNE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1385920020,12/1/2013 10:47 AM,57.2 °F,46.4 °F,67%,30.21 in,20.0 mi,East,4.6 mph,  -,N/A,	 ,Overcast
1385923620,12/1/2013 11:47 AM,62.6 °F,48.2 °F,59%,30.19 in,20.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1385927220,12/1/2013 12:47 PM,64.4 °F,44.6 °F,49%,30.16 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1385930820,12/1/2013 1:47 PM,66.2 °F,46.4 °F,49%,30.14 in,40.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1385934420,12/1/2013 2:47 PM,69.8 °F,41.0 °F,35%,30.13 in,30.0 mi,NW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1385938200,12/1/2013 3:50 PM,69.8 °F,42.8 °F,38%,30.12 in,30.0 mi,WSW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1385945220,12/1/2013 5:47 PM,62.6 °F,46.4 °F,55%,30.12 in,15.0 mi,WSW,6.9 mph,  -,N/A,	 ,Overcast
1385948820,12/1/2013 6:47 PM,60.8 °F,48.2 °F,63%,30.13 in,15.0 mi,SW,6.9 mph,  -,N/A,	 ,Overcast
1385952420,12/1/2013 7:47 PM,57.2 °F,48.2 °F,72%,30.15 in,15.0 mi,South,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1385956020,12/1/2013 8:47 PM,53.6 °F,48.2 °F,82%,30.15 in,15.0 mi,South,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1385815620,11/30/2013 5:47 AM,44.6 °F,42.8 °F,93%,30.14 in,15.0 mi,ENE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1385819220,11/30/2013 6:47 AM,44.6 °F,42.8 °F,93%,30.16 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1385822820,11/30/2013 7:47 AM,44.6 °F,42.8 °F,93%,30.18 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1385826420,11/30/2013 8:47 AM,50.0 °F,46.4 °F,87%,30.18 in,40.0 mi,NNE,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1385830200,11/30/2013 9:50 AM,55.4 °F,44.6 °F,67%,30.18 in,40.0 mi,NE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1385833620,11/30/2013 10:47 AM,59.0 °F,46.4 °F,63%,30.18 in,40.0 mi,ENE,3.5 mph,  -,N/A,	 ,Scattered Clouds
1385837220,11/30/2013 11:47 AM,64.4 °F,46.4 °F,52%,30.15 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1385840820,11/30/2013 12:47 PM,64.4 °F,44.6 °F,49%,30.12 in,40.0 mi,WSW,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1385844600,11/30/2013 1:50 PM,66.2 °F,44.6 °F,46%,30.09 in,40.0 mi,SSW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1385848020,11/30/2013 2:47 PM,66.2 °F,44.6 °F,46%,30.07 in,40.0 mi,South,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1385851620,11/30/2013 3:47 PM,66.2 °F,46.4 °F,49%,30.07 in,40.0 mi,SSW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1385855220,11/30/2013 4:47 PM,64.4 °F,50.0 °F,59%,30.08 in,30.0 mi,SW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1385858820,11/30/2013 5:47 PM,60.8 °F,48.2 °F,63%,30.08 in,15.0 mi,South,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1385862420,11/30/2013 6:47 PM,60.8 °F,48.2 °F,63%,30.10 in,15.0 mi,South,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1385866020,11/30/2013 7:47 PM,57.2 °F,48.2 °F,72%,30.11 in,15.0 mi,SSE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
